posting_id	sitio	operacion	precio	calle	altura	losa_central	aire_acond	apto_credito	cochera	seguridad	luminoso	balcon_aterrazado	barrio_oficial	moneda	accesible_movilidad_reducida	acepta_caucion	agua_caliente_central	ambientes	antiguedad_años	apto_profesional	ascensor	balcon	baulera	baños	dependencia_servicio	dormitorios	expensas_incluidas_en_precio	gimnasio	lavadero	m2_total	ofrece_financiacion	parrilla	pileta	portero	sum	terraza	tiene_expensas	expensas	sobre_avenida	precio_por_m2	segmento_zona	segmento_zona_modelo	log_precio	log_m2	log_precio_m2	amenities_count	m2_relativo_barrio
58586242	zonaprop	venta	95000.0	Humboldt	1800.0	0	0	0	0	0	1	1	Palermo	usd	0	0	0	1.0	12.0	0	0	1	0	1.0	0	1.0	False	0	1	32.0	0	0	1	0	1	1		260000.0	0	2968.75	estandar	estandar	11.461642696843066	3.4965075614664802	7.996233053169649	7.0	0.916
58586297	zonaprop	venta	82000.0	Avenida Directorio	2900.0	0	0	0	0	0	0	0	Flores	usd	0	0	0	3.0	40.0	0	0	0	0	1.0	0	2.0	False	0	1	66.0	0	1	1	0	0	0		150000.0	1	1242.4242424242425	estandar	estandar	11.314486721293981	4.204692619390966	7.1256243385281115	4.0	0.632
58586352	zonaprop	venta	229900.0	Humboldt	2200.0	0	1	0	1	0	0	0	Palermo	usd	0	0	0	3.0	40.0	0	0	0	1	2.0	0	2.0	False	0	0	96.0	0	0	0	0	0	0		570000.0	0	2394.7916666666665	estandar	estandar	12.345404060459082	4.574710978503383	7.7814690049819175	3.0	0.739
58586362	zonaprop	venta	125000.0	Gascon	697.0	1	0	0	0	0	1	0	Almagro	usd	0	0	0	4.0	45.0	1	1	0	0	1.0	0	3.0	False	0	1	75.0	0	0	0	0	0	0		250000.0	0	1666.6666666666667	estandar	estandar	11.736077016252437	4.330733340286331	7.419180722820095	5.0	0.725
58586367	zonaprop	venta	77000.0	Salvigny,	1641.0	0	0	1	1	0	1	0	Parque Chacabuco	usd	1	0	0	3.0	13.5	0	1	1	0	1.0	0	2.0	False	0	0	64.0	0	1	0	0	0	0		100000.0	0	1203.148148148148	estandar	estandar	11.251573687764477	4.174387269895637	7.093527664933824	7.0	0.54
58586379	zonaprop	venta	250000.0	Ciudad De La Paz	500.0	1	0	0	1	0	0	0	Colegiales	usd	0	0	0	4.0	20.0	0	1	1	1	2.0	0	3.0	False	0	1	124.0	0	0	0	0	0	0		385000.0	0	2016.1290322580646	estandar	estandar	12.429220196836383	4.8283137373023015	7.609430508272006	6.0	0.719
58586383	zonaprop	venta	120000.0	Avenida Juan Bautista Alberdi,	1660.0	0	0	0	0	0	1	0	Caballito	usd	0	0	0	3.0	36.0	0	0	0	0	1.0	0	2.0	False	0	0	59.0	0	0	0	0	0	0		170000.0	1	2033.8983050847457	estandar	estandar	11.695255355062795	4.0943445622221	7.618201123696678	2.0	0.852
58586391	zonaprop	venta	110000.0	Viamonte	1400.0	0	1	1	0	0	1	0	San Nicolas	usd	0	0	0	2.0	50.0	0	1	0	0	1.0	0	1.0	False	0	0	62.0	0	0	0	0	0	0		130000.0	0	1774.1935483870968	estandar	estandar	11.608244735642321	4.143134726391533	7.481664737309784	4.0	1.02
58586422	zonaprop	venta	124000.0	Sanabria	2200.0	0	0	0	0	0	1	0	Monte Castro	usd	1	0	0	2.0	10.0	0	0	1	0	1.0	0	1.0	False	0	0	49.0	1	0	0	0	0	0		155000.0	0	2530.612244897959	estandar	estandar	11.728044909070785	3.912023005428146	7.83661162971121	4.0	1.15
58586439	zonaprop	venta	105000.0	Mario Bravo	1000.0	0	0	0	0	1	1	0	Palermo	usd	0	0	0	3.0	10.0	0	0	1	0	1.0	0	2.0	False	0	1	49.0	0	0	0	0	0	0		200000.0	1	2142.8571428571427	estandar	estandar	11.561725152903833	3.912023005428146	7.670361888840676	5.0	0.661
