Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Amenities	Losa_Central	Aire_Acond	Apto_Credito	Cochera	Seguridad	Luminoso	Balcon_Aterrazado
USD 155.000	+ $288.000	ARMENIA	2100	8	47 m² cubie. 1 dorm. 18 años	Departamento - Venta - Argentina, Capital Federal - ARMENIA 2121 Departamento 2 Ambientes en Venta - Armenia 2100 8º D - Palermo Excelente oportunidad en el corazón de Palermo, uno de los barrios más buscados de la ciudad, con vista abierta y luz natural. Ideal inversión o vivienda. Ubicado en Armenia 2100, 8º D, este luminoso departamento de 2 ambientes se destaca por su comodidad, funcionalidad y amenities de categoría. Características de la unidad: Amplio y muy luminoso Losa radiante Aire acondicionado Excelente distribución Amenities del edificio: Piscina Parrilla Terraza Solarium Laundry Ideal tanto para vivienda como para inversión, en una zona con excelente conectividad, cercanía a espacios verdes, gastronomía y comercios. AVISO DE ALQUILER LEPORE PROPIEDADES T. / C. LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas y/o gastos comunes, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas con carácter previo a la realización de cualquier operación, requiriendo por sí o sus profesionales de confianza las copias necesarias de la documentación que corresponda. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato (conf. el Art.4 de la Ley 5.859 de C.A.B.A) Propiedad según Ley 5115 La accesibilidad para las personas con discapacidades físicas. ?accesible?	https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--19102028	1	1	1	0	0	0	1	0
USD 80.000	+ $130.000	Av. Santa Fe	4400	15	50 años 1 baño Monoam.	Departamento en venta en Palermo Nuevo (dueño directo) Hermoso departamento de 1 ambiente, 26 m2, apto profesional, amplio , luminoso, piso 15, con vista a La Rural y al Rio de La Plata, el mismo posee placard grande incorporado, zapatero incorporado, cocina completa a parte, y baño completo a parte. Losa radiante, aire acondicionado, ubicado a dos cuadras de Puente Pacifico y a dos cuadras de Plaza Italia. Acceso a metrobus, y linea subte D.	https://www.argenprop.com/departamento-en-venta-en-palermo-nuevo-1-ambiente--19289706	0	1	1	0	0	0	1	0
USD 149.000	+ $350.000	Avenida Doctor Honorio Pueyrredón	500	10	76,24 m² cubie. 3 dorm. 53 años	4 AMB VISTA ABIERTA AL CONTRAFRENTE, SUPER LUMINOSO Y SILENCIOSO - FRENTE AL PARQUE LINEAL Departamento de 4 ambientes, muy luminoso y silencioso, ubicado frente al nuevo Parque Lineal Honorio Pueyrredón, en una de las zonas más buscadas de Caballito. La unidad está orientada al contrafrente, con una vista totalmente abierta y despejada, muy tranquila. Living, balcón corrido ,cocina, lavadero y dormitorio principal con vista panorámica al contrafrente. Dos dormitorios tienen vista lateral al parque, aprovechando la luz y la apertura del entorno renovado, junto con un segundo balcón cerrado. Cada m2 del depto es luminoso y muy bien ventilados. Excelente distribución. Distribución: • Living-comedor con salida al balcón al contrafrente • 3 dormitorios con muy buena luz • Cocina en excelente estado • Baño completo + toilette • Lavadero independiente • Balcón con vista panorámica. Piso 10 Estado: Refaccionado en baños, cocina e instalación eléctrica. Muy buen estado general. Edificio de sólida construcción, bien mantenido, con ascensor. Equipamiento: 2 aires acondicionados, estufas, calefón y muebles empotrados en MDF blanco. Cochera: Cochera fija dentro del edificio, actualmente alquilada a un vecino dueño de la cochera. Puede continuarse el alquiler. Colegios: Jardín de infantes al lado, Colegio Integral Caballito a la vuelta, por Aranguren. Supermercados: Carrefour y Día a 50 mts. Jumbo a 200 mts. Áreas de ocio y comerciales. Apenas salir a la calle, a lo largo del parque lineal. Bares y restaurantes. Legal / disponibilidad: Papeles al día. Dueños directos. Listo para escriturar. Importante: Por favor, inmobiliarias solo contactar si tienen comprador concreto interesado en visitarlo.	https://www.argenprop.com/departamento-en-venta-en-caballito-norte-4-ambientes--18589157	0	0	0	0	1	0	1	0
USD 210.000	+ $440.000	Juan María Gutiérrez	2500	0	85 m² cubie. 3 dorm. 40 años	IMPECABLE SEMIPISO! Balcón corrido al frente con vista abierta! Todo luz y sol! Baulera! ÚNICO! OPORT! IMPECABLE SEMIPISO! BALCÓN CORRIDO AL FRENTE CON VISTA ABIERTA! Muy luminoso! Todo luz y sol! Excelente distribución! Toilette de recepción a nuevo! Living-comedor! 3 Dormitorios! Placares! Baño completo con ventilación natural a nuevo! Cocina completa! Comedor diario! Lavadero independiente! Entrada de servicio! Servicios centrales! 5 Splits! Pisos de madera! Baulera! El encargado vive en el edificio! Inmejorable ubicación! Apto crédito! ÚNICO! OPORTUNIDAD! * Esta propiedad no posee acceso para personas con movilidad reducida. *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18705426	0	0	1	1	0	1	1	0
USD 252.000	+ $250.000	José Andrés Pacheco De Melo	2600	0	100 m² cubie. 3 dorm. 40 años	IMPECABLE PISO! BALCÓN CON VISTA A LA COPA DE LOS ÁRBOLES! Todo luz y sol! Baulera! BAJAS EXPENSAS! ÚNICO! OPORT IMPECABLE PISO! BALCÓN AL FRENTE CON VISTA A LA COPA DE LOS ÁRBOLERS! Muy luminoso! Todo luz y sol! Excelente distribución! Palier privado! Hall de entrada! Living y comedor en L! Baño completo! 1 Dormitorio en suite! 2 Dormitorios! Amplios placares! Cocina completa! Conexión para lavarropas! Entrada de servicio! Puertas blindadas! 2 Splits frío-calor! Pisos de madera! Cañerías a nuevo! Baulera! BAJAS EXPENSAS! El edificio cuenta con personal de limpieza! Terraza común! Posibilidad de cochera enfrente! Inmejorable ubicación! Todos los medios de transporte! ÚNICO! OPORTUNIDAD! * Esta propiedad NO posee acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matricula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--19099271	0	0	1	0	1	0	1	0
USD 83.000	+ $274.000	Larrea	1000	0	40 m² cubie. 40 años 1 baño	IMPECABLE MONAMBIENTE DIVISIBLE! Todo luz y sol! Cocina independiente! Apto profesional! IDEAL INVERSOR! ÚNICO! OPORT! IMPECABLE MONOAMBIENTE DIVISIBLE! Muy luminoso! Todo luz y sol! Excelente distribución! Amplio ambiente! Baño completo con ventilación natural! Cocina completa independiente con ventilación natural! Split frío-calor! Pisos de madera! Agua caliente central! Placares! El encargado vive en el edificio! Todos los medios de transporte! APTO CRÉDITO! IDEAL INVERSOR! ÚNICO! OPORTUNIDAD! * Esta propiedad no cuenta con acceso para personas con movilidad reducida *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--17587220	0	0	1	1	0	1	1	0
USD 210.000	+ $373.000	ARENALES	3100	5	93 m² cubie. 3 dorm. 1 baño	BALCÓN CORRIDO 5TO. PISO AL FRENTE, COCHERA CUBIERTA, PALIER PRIVADO y CONSULTORIO u OFICINA independiente Este edificio es apto profesional. CONSULTORIO U OFICINA INDEPENDIENTE: la habitación de servicio tiene acceso por un segundo ascensor, que no es de servicio, con lo cual se puede utilizar esta habitación como consultorio u oficina evitando que los pacientes o clientes ingresen por la entrada principal del departamento, quedando de esta forma independizado del resto. MUY LUMINOSO DEPARTAMENTO EN SEMIPISO con palier privado DE CUATRO AMBIENTES: CON BALCÓN CORRIDO Y VISTA AL FRENTE - TRES DORMITORIOS, UN BAÑO COMPLETO, UN TOILETTE más Habitación y baño de servicio. CON ESPACIO GUARDA COCHE CUBIERTO SUPERFICIE TOTAL: 93 m2. (COMO CORRESPONDE, EN ESTA SUPERFICIE NO ESTÁN INCLUIDADAS LAS DE LA COCHERA) - ANTIGÜEDAD AÑO 1970 - EN ESTE PRECIO ESTÁ INCLUIDO UN ESPACIO GUARDA COCHE CUBIERTO DE ESTE DEPARTAMENTO. - ACCESO A COCHERAS SIN RAMPAS, DIRECTO DESDE EL NIVEL DE LA CALLE - MOSTRAMOS ESTE INMUEBLE EN EL DÍA Amplio Y LUMINOSO estar comedor. Posee un BALCÓN corrido con salida desde el estar comedor y los dos dormitorios que dan al frente. Cocina separada. LAVADERO aparte, BAÑO COMPLETO y Toilette Tres Dormitorios, todos con amplios placares. - AGUA CALIENTE POR CALEFÓN - Espacio guarda coche CUBIERTO, INCLUIDA EN EL PRECIO PUBLICADO - BALCÓN CORRIDO AL CONTRA FRENTE de ,72 x 60 metros - AIRE ACONDICIONADO SPLIT SUPERFICIES: - Superficie cubierta 81,76 m2 - Superficie semi cubierta galeria 2,47 m2. • Superficie de balcón -al frente- 8,64 m2. • Superficie total de la Unidad Funcional 92,87 m2. DIMENSIONES (en metros): - Ascensor 1,10 x 0,90 - Palier privado 2,30 x 1,00 - Living comedor 7,40 x 2,90 - Hall de recepción 2,25 x 1,15 - Balcón corrido al frente 7.70 x 1,45 - Dormitorio principal al frente 3,10 + placard x 2,90 - Dormitorio 2 al frente 2,90 x 2.20 y 1,05 x 1,05 más placard - Dormitorio 3 - 3,24 x 2,83 - Pasillo de distribución 3,75 x 0,80 - Baño 1,97 x 1,82 - Toilette 1,50 x 0,90 - Baño de servicio 1,30 x 0,92 - habitación (consultorio u oficina) 3,00 x 1,96 - Cocina 3,60 x 1,55 + mesada 0,60 = 4,60 x 1,55 - Lavadero 2,80 x 0,80 EDIFICIO APTO PARA PERSONAS CON CAPACIDADES DISMINUIDAS Excelente ubicación por estar ubicado sobre la calle Arenales, y Billinghurst, a una cuadra de Av. Santa Fé, a 1 y 1/2 cuadra de Av. Cnel. Diaz y Alto Palermo Shopping y a 5 cuadras de Parque Las Heras, con numerosas líneas de colectivos y línea de subte D: a dos cuadras de estación Bulnes y a tres de estacionalidad Agüero. TERRAZAS & BALCONES Propiedades - > Atención de Lunes a Viernes de 11 a 19 hs. > Atención Back office: Lun a Vie de 09 a 20 Hs. - Sab 10 a 20 Hs. - Agradecemos su visita a nuestro aviso. Los datos presentados en esta ficha son a solo efecto orientativo. Surgiendo las exactas del respectivo titulo y plano de esta propiedad - CUCICBA. 5209 TERRAZAS & BALCONES ES NUESTRA MARCA REGISTRADA Es el momento de elegir inmuebles con terrazas, balcones aterrazados y patios parquizados para vivir toda la energía que emanan - Mostramos nuestros inmuebles en el día - Carlos Campagnoli - Martillero Público - CUCICBA 5209 LAS FOTOS PUBLICADAS DE NUESTROS AVISOS NO ESTÁN MODIFICADAS NI ALTERADAS Y RESPONDEN AL ESTADO ACTUAL DE CADA PROPIEDAD.	https://www.argenprop.com/departamento-en-venta-en-recoleta-4-ambientes--18270400	0	0	1	0	1	0	1	1
USD 198.000	+ $256.000	Laprida al	1700	0	58 m² cubie. 2 dorm. 55 años	Departamento de 3 ambientes con balcón terraza. Salaya Romera Propiedades ofrece en venta un departamento de 3 ambientes con amplia terraza, única en la zona. Ubicado en el 8 piso, cuenta con un diseño cómodo y funcional. La cocina, separada y de generosas dimensiones, recibe abundante luz natural. Dispone de artefacto de cocina a gas, calefón para agua caliente y conexión para lavarropas. El living comedor se destaca por su luminosidad, con pisos de parquet en muy buen estado, ventanales nuevos que permiten la salida al balcón terraza y una estufa a gas para calefacción. El dormitorio principal, al frente, cuenta con placard de puertas corredizas y ventanas al balcon ofreciendo una vista abierta y gran ingreso de luz. El segundo dormitorio, al contrafrente, también es luminoso y posee un placard de piso a techo con puertas corredizas. Baño completo, con bañera, moderno. Dado que tiene ventana posee luz natural y mejora su ventilacion natural. El balcón terraza es, sin dudas, el gran atractivo del departamento: un espacio ideal para disfrutar del aire libre y de una vista arbolada que aporta tranquilidad y verde a la vida cotidiana. Encargado con vivienda. Ubicación: Laprida al 1700, entre Juncal y French, en pleno corazón de Recoleta. Excelente entorno residencial, con cercanía a Av. Santa Fe, Subte D y H (estación Pueyrredón) y múltiples líneas de colectivos. Zona con gran oferta gastronómica, comercial y de servicios, además de su proximidad a facultades de la UBA, hospitales y espacios verdes. Agende su visita! ACTUALICE EL VALOR DE SU PROPIEDAD. SOLICITE TASACIóN. Las imágenes aquí contenidas han sido incluídas al solo y único efecto ilustrativo de esta presentación. Las medidas son aproximadas y han sido suministradas por los propietarios. CUCICBA 3638	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--18380345	1	0	0	0	0	1	1	1
USD 160.000	+ $95.000	Juncal al	2700	0	56 m² cubie. 2 dorm. 50 años	Venta Departamento de estilo en Planta Baja con patio Recoleta Salaya Romera Propiedades ofrece a la venta Departamento de estilo frances ! Excelente ubicación ! Juncal entre Aguero y Austria.- El departamento se distribuye de la siguiente manera - Living comedor con pisos de cerámicos que comunica a un cuarto que puede ser tanto dormitorio como extension de la recepción - Cocina completa semi- integrada - 2do dormitorio Baño completo Patio Propio de 28 mts con muy buena luminosidad La unidad es Apto Profesional ; ideal para un consultorio o tambien para renta temporaria. Tiene un gran potencial por el estilo frances y por su ubicacion ! Agende su Visita ! Actualice el valor de mercado de su inmueble Solicite tasacion ! CUCICBA 3638 CMCPSI Las imágenes aquí contenidas han sido incluídas al solo y único efecto ilustrativo de esta presentación. Las medidas son aproximadas y han sido suministradas por los propietarios.	https://www.argenprop.com/departamento-en-venta-en-recoleta-3-ambientes--17961194	1	0	0	0	0	0	1	0
USD 78.000	+ $178.000	JUNCAL al	800	0	30 m² cubie. 60 años 1 baño	"Excelente Monoambiente venta en Juncal entre Esmeralda y Suipacha 30.50 m2 Monoambiente en Juncal al 800 Excelente ubicación Excelente monoambiente al frente, ubicado en Juncal al 800, entre Esmeralda y Suipacha, en una de las zonas más exclusivas y estratégicas de la Ciudad de Buenos Aires. La unidad se encuentra en quinto piso, con muy buena luminosidad y vista abierta con balcon frances al frente. Se destaca por su excelente estado de conservación, su distribución funcional y amplios espacios de guardado, lo que lo convierte en una opción ideal tanto para vivienda como para inversión. Cuenta con baño completo, ambiente cómodo y luminoso, con excelente ingreso de luz natural durante todo el día. El edificio posee seguridad las 24 horas, brindando tranquilidad y confort. Ubicación privilegiada: A 2 cuadras de Plaza San Martín A 1 cuadra de Av. del Libertador A 1 cuadra de Av. 9 de Julio A 1 cuadra de la Basílica del Socorro Rodeado de espacios verdes, excelentes accesos, transporte público, oficinas, restaurantes y servicios. Una oportunidad única para vivir o invertir en una de las mejores zonas de Retiro. Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles ""no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--19196221	1	0	0	0	0	0	1	0
USD 385.000	+ $500.000	Amenabar al	2200	0	136 m² cubie. 3 dorm. 33 años	Piso en venta en Belgrano Divino piso en Belgrano. Cuatro ambientes con dependencia. Bajas expensas! Excelente piso de tres amplios dormitorios, uno de ellos en suite y con vestidor. Gran cocina con comedor diario, lavadero independiente y dependencia de servicio con buenas medidas e iluminacion. Baño de servicio. Dos Balcones; uno al frente y otro al contrafrente con PARRILLA PROPIA, semicubierta. Dos baños completos y toilette. Amplio living comedor. Pisos de parquette. Muy buen estado de conservacion. Aberturas con marco de chapa y hojas de aluminio. Cochera fija y cubierta en planta baja. Gran baulera un el subsuelo. Excelente ubicacion, a dos cuadras de av. Cabildo y a una de plaza Noruega. Conozca el valor real de su propiedad. Especialistas en operaciones simultáneas. Las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso. .	https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--17301379	1	0	0	0	1	0	0	0
USD 142.600	N/A	Av. Angel Gallardo al	900	0	43 m² cubie. 1 dorm. 1 baño	Departamento VENTA 2 AMBIENTES CABALLITO Edificio en construcción con excelente calidad de terminaciones en la zona de Villa Crespo a 100mm del Cid Campeador. FECHA DE ENTREGA ESTIMADA ABRIL 2026. Dos ambientes al frente en un TERCER piso. Cocina con lavadero muebles bajos y altos y living comedor integrado. Anafe y horno eléctrico Dormitorio con frente de placard. Baño completo. Toilette. Balcón Calefacción Individual por medio de piso eléctrico radiante con termostatos en cada uno de los ambientes Agua caliente central Preinstalación para equipos de aire acondicionado Portero eléctrico visor con cámara en planta baja Espacios comunes: SUM en el piso 12 totalmente equipado con cocina completa - parrilla - gimnasio - piscina con solárium en el piso 13 Esta tipología también se encuentra en los siguientes pisos: 4A - U$S 143.900. 10A - U$S 151.800. Propiedad ACCESIBLE ( Ley 5115) VREMONT Chiesa -Mat. 2387	https://www.argenprop.com/departamento-en-venta-en-caballito-norte-2-ambientes--19312986	1	0	1	0	0	0	1	0
USD 113.000	+ $116.000	Ángel Justianiano Carranza	2300	0	40 m² cubie. 30 años 1 baño	IMPECABLE PISO ALTO! TODO A NUEVO! ESPECTACULAR VISTA ABIERTA AL RÍO! Todo luz y sol! Vig24hs! ÚNICO! OPORT! IMPECABLE MONOAMBIENTE! ESPECTACULAR VISTA ABIERTA AL RÍO! PISO ALTO! Balcón francés! TODO A NUEVO! Muy luminoso! Todo luz y sol! Amplio ambiente! Baño completo a nuevo! Cocina completa a nueva con barra desayunadora! Amplio placard! Lavadero independiente! Split frío-calor! 3 Ascensores! El encargado vive en el edificio! Vigilancia 24hs! APTO CRÉDITO! Inmejorable ubicación! Todos los medios de transporte! ÚNICO! OPORTUNIDAD! *Esta propiedad NO posee rampa de acceso para personas con movilidad reducida. *Las descripciones, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, sólo se muestran a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. *Matrícula CUCICBA 2204	https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--19247127	0	0	1	1	0	1	1	0
USD 219.000	+ $385.000	Fitz Roy	2400	5	61 m² cubie. 2 dorm. 35 años	Dueño Directo 3 Ambientes con Cochera Fija y Baulera - Fitz Roy 2400 ¡OPORTUNIDAD ÚNICA: DUEÑO DIRECTO SIN COMISIÓN INMOBILIARIA! Espectacular departamento de 3 ambientes ubicado en Fitz Roy 2435 5° piso al frente, en una de las zonas con mejor conectividad de la ciudad, a metros de Av. Santa Fe. La unidad fue 100% restaurada a nuevo con materiales de categoría y detalles de diseño artesanal. Características Principales: - Precio: U$S 219.000 y $385.000 de expensas (a Marzo 2025, incluyen Aysa y cochera). - Superficie Total: 71 m2 (58 m2 cubiertos + 10 m2 de balcón corrido + 3 m2 de baulera privada). - Cochera Exclusiva: Unidad Nro. 1. Es la cochera de acceso más cómoda del edificio, con su propio portón independiente. - Estado: Reciclado total (cañerías de agua, gas, desagües y sistema eléctrico nuevos). Detalles de la Propiedad: - Living Comedor: Muy luminoso con orientación Norte. Amplio ventanal (2.40 x 2.00) con salida al balcón. Aire acondicionado Frío/Calor nuevo (garantía hasta 09/2026). - Cocina Integrada: Moderna barra/isla desayunadora con mesadas de Silestone Blanco Paloma. Equipada con electrodomésticos Electrolux de acero inoxidable (cocina y extractor). Espacio y desagüe para lavarropas. - Dormitorios: Habitación principal con vestidor de diseño a medida, aire acondicionado (garantía hasta 09/2026) y salida directa al balcón. Segunda habitación amplia, con placard empotrado de melamina de 18mm hecho a medida. Ambos cuentan con pisos de porcelanato Ilva (línea Legni) de máxima calidad. - Baño Completo: Diseño de vanguardia con sanitarios Ferrum Marina, grifería monocomando y mesada artesanal con cortes a 45°. - Balcón: Gran balcón corrido al frente de 9 metros de largo sobre la calle Fitz Roy. - Aberturas y Confort: Ventanas de aluminio negro Perfil A30 con DVH (Doble Vidriado Hermético) para una insonorización total. Puertas internas marca Oblak de 80 cm. - Baulera: Espacio de acceso restringido y privado. Las medidas definitivas surgirán de la escritura traslativa de dominio. Ubicación y Edificio: Ubicación estratégica en el barrio de Palermo, con acceso inmediato a múltiples medios de transporte (Subte D, Tren Mitre y Metrobus). Edificio sólido (construido en 1983) con mantenimiento impecable. No se reciben propuestas de inmobiliarias.	https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-3-ambientes--18715221	0	0	1	0	1	0	1	0
USD 132.000	+ $210.000	Rio de Janeiro	200	1	57 m² cubie. 2 dorm. 20 años	Dueño Vende Departamento 3 Ambientes Caballito Departamento en venta de tres ambientes con excelente distribución. 2 dormitorios. La unidad cuenta con balcón y cochera. Muy buena ubicación, cerca del subte A y de Parque Rivadavia. Dueño vende.	https://www.argenprop.com/departamento-en-venta-en-parque-rivadavia-3-ambientes--18216571	0	0	0	0	1	0	0	0
USD 270.000	+ $500.000	ARAOZ	2400	3	135 m² cubie. 3 dorm. 50 años	Departamento en venta en Botanico ARAOZ AL 2400 MUY AMPLIO SEMIPISO A REFACCIONAR UBICADO EN PISO 3º AL FRENTE DE 4 AMBIENTES, 135 M2 CUBIERTOS MAS BALCON CORRIDO DE 10 M2. EXCELENTE ILUMINACION Y UBICACION A METROS DE AV. SANTA FE Y PROXIMO A JARDIN BOTANICO. DOBLE ENTRADA POR COCINA Y LIVING. POSEE COMEDOR, LIVING COMEDOR, TOILETTE, BAÑO COMPLETO, 3 DORMITORIOS AMPLIOS, CON PLACARES, COCINA INDEPENDIENTE CON COMEDOR DIARIO, LAVADERO, DEPENDENCIA DE SERVICIO CON BAÑO. BAULERA PROPIA. CALEFACCION POR RADIADORES. Precio a consultar.	https://www.argenprop.com/departamento-en-venta-en-botanico-4-ambientes--19090398	0	0	0	0	0	0	0	0
USD 140.000	+ $175.500	José Antonio Cabrera	4800	0	60 m² cubie. 2 dorm. 36 años	Venta en PALERMO SOHO 3 Ambientes c/baulera, APTO CRÉDITO. Super luz y Vista Panorámica 3 Ambientes a la calle con baulera. APTO CRÉDITO.- PALERMO SOHO, calle José A. Cabrera, entre Armenia y Gurruchaga, muy lindo edificio en excelente ubicación.- Tres ambientes (65 m2 propios) más baulera, 4º piso a la calle con vista panorámica y lleno de luz y sol.- Living-comedor de 5,2 x 3,7, con piso cerámico, al frente, con balcón corrido.- Dos dormitorios con placards y pisos de parquet plastificados,- Amplia cocina de 3 x 2,5 con lavadero aparte.- Muy buen baño completo con ventana al exterior.- Precio: U$S 139.000.- Expensas: $ 175.583.- Vto. Marzo 2026.- COMISIÓN: 4% Contactarse preferentemente por whattsap.-	https://www.argenprop.com/departamento-en-venta-en-palermo-soho-3-ambientes--19266145	0	0	0	1	0	0	1	0
USD 95.000	+ $200.000	Arenales al	2200	0	35 m² cubie. 1 dorm. 40 años	"Departamento de 2 ambientes con balcon 38 metros totales - Recoleta - Excelente ubicacion 2 Ambientes en Recoleta Excelente Ubicación Muy buen departamento de 2 ambientes ubicado en el corazón de Recoleta, en una zona estratégica con excelente conectividad y cercanía a comercios, medios de transporte y espacios verdes. La unidad se encuentra en buen estado general y cuenta con: Living comedor 3 x 3,50 m con pisos de madera Habitación principal 3 x 2,70 m con placard empotrado Cocina independiente 2,40 x 1,75 m, cocina a gas y termotanque eléctrico Lavadero semicubierto 1,50 x 1,50 m Balcón 0,65 x 3 m Baño completo 1,35 x 2,40 m Ventanas con persianas de PVC en comedor y habitación Expensas: $200.000 (enero 2026) Ideal tanto para vivienda como para inversión en una de las zonas más buscadas de la ciudad. Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles ""no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-recoleta-2-ambientes--19138681	1	0	0	0	0	0	0	0
USD 365.000	+ $480.000	Manuel Ugarte 1855 ,	2	0	94 m² cubie. 3 dorm. 10 años	Hermoso 3 ambientes más dependencia Posible 4 ambientes! Hermoso departamento de 3 ambientes más dependencia, posible 4 ambientes amplio living comedor dando a balcón abierto y luminoso con orientación norte toilette de recepción cocina de calidad con barra pasa-plato hacia living comedor diario con lugar para mesa de 4 conexión para lavarropas dependencia de servicio luminosa con baño con ducha (tranquilamente puede ser dormitorio) habitación principal en suite con gran vestidor y baño completo con bañera dormitorio principal otro baño completo con bañera calefacción por losa radiante individual agua caliente por caldera dual cochera fija cubierta baulera doble las medidas son aproximadas las expensas pueden sufrir variaciones la Empresa no se hace responsable de estos cambios ID@1127	https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--19244168	0	1	0	0	1	0	1	0
