Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Amenities	Losa_Central	Aire_Acond	Apto_Credito	Cochera	Seguridad	Luminoso	Balcon_Aterrazado
USD 198.000	+ $180.000	Jerónimo Salguero	1900	PB	65 m² cubie. 2 dorm. 1 baño	Departamento en venta en Palermo BAÑO Y COCINA RECICLADOS NO ACEPTO NEGOCIAR CON INMOBILARIAS. DUEÑO DIRECTO	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18784904	0	0	0	0	0	0	0	0
USD 98.000	+ $250.000	Gurruchaga	1100	2	32 m² cubie. 10 años 1 baño	"Excel monoamb cfte bcon SUM piscina gym parrilla vigilancia Descubra la excelencia de vivir e invertir en un espacio que maximiza el confort y la luminosidad. Este Exclusivo Monoambiente redefine el concepto de diseño inteligente. Su generosa dimensión y distribución abierta, lo hacen fácilmente divisible, (cuenta con mueble divisor) permitiendo crear un ambiente separado para descanso o trabajo. Una propiedad que ofrece un estilo de vida superior gracias a sus acabados y las comodidades de un condominio de primer nivel. Es un Monoambiente de planta amplia y altamente funcional, ideal para ser dividido en dos ambientes definidos. En el contrafrente, garantiza tranquilidad y una excelente entrada de luz natural. Disfrute de un Balcón Aterrazado privado con una serena vista al jardín del complejo. Moderna Cocina Americana integrada, optimizada con una barra de desayunador que fusiona la funcionalidad con el diseño social. La experiencia de este departamento se complementa con un completo set de amenidades premium que transforman la rutina en placer: Piscina de diseño y Jacuzzi exterior para relax, junto a un Gimnasio Equipado de última generación. Salón de Usos Múltiples (SUM) y área de Parrilla para encuentros sociales. Tranquilidad garantizada con Vigilancia 24 Horas. La localización es un activo clave para el residente. Situado a metros de la prestigiosa Avenida Córdoba, disfrutará de conectividad inmediata con Toda la ciudad, acceso a centros universitarios, polos gastronómicos y una amplia red de transporte público. ¡Una oportunidad de inversión que no debe dejar pasar ""La entrada al inmueble tiene acceso para personas con movilidad reducida"" WhatsApp Nuñez Flavio E. Propiedades, Matricula 1447 CUCICBA En servicios inmobiliarios, Un estilo diferente. - AVISO LEGAL: ""Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de los inmueble son aproximados, pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI)"""	https://www.argenprop.com/departamento-en-venta-en-palermo-viejo-1-ambiente--18636247	1	0	0	0	0	1	1	1
USD 113.076	N/A	AV FRANCISCO ACUÑA DE FIGUEROA	1200	7	30 m² cubie. A Estrenar 1 baño	V. PALERMO Venta de Departamento 1 AMBIENTE en Palermo, Capital Federal VPalermo - Viví la experiencia de un edificio único. Ubicado en Acuña de Figueroa 1204, a metros del Sanatorio Güemes, este edificio es ideal tanto para renta sanitaria con alta ocupación durante todo el año, como para quienes buscan conectividad absoluta, rodeado de múltiples medios de transporte. Desde el momento en que ingresás, el edificio marca la diferencia: Ingreso inteligente mediante clave o tarjeta de proximidad. Amplio hall de recepción y dos ascensores de gran capacidad. Amenities premium: SUM, espacio de coworking y piscina con solarium en el último piso. Seguridad 24 hs por tótem. La unidad monoambiente al frente, fácilmente divisible, ofrece confort y diseño: Cocina con isla y mesada de silestone, horno empotrado y anafe eléctrico Samsung. Espacio de excelentes dimensiones con salida a balcón con DVH. Pisos símil madera y baño completo en porcellanato. Preinstalación para aire acondicionado frío/calor y espacio para lavarropas. Opciones de pago flexibles: Crédito hipotecario. Financiación privada: anticipo del 50% + 72 cuotas con tasa anual preferencial. Descuento exclusivo por pago al contado. Calidad, confort y bienestar en una ubicación estratégica. ¡No esperes más! Coordiná tu visita hoy mismo con nuestro equipo comercial y asegurá tu lugar en VPalermo. Tel : Cel : +54 9 Click para WhatsApp LEPORE VILLA CRESPO. LEPORE PROPIEDADES . LEPORE Propiedades S.A. CUIT : -9. C.U.C.I.C.B.A. Matrícula Nº 931 (Caballito, Villa Crespo, San Cristóbal). AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda.	https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--16661693	1	0	1	0	0	1	1	0
USD 89.000	+ $120.000	Santa Rosa	5000	4	25 m² cubie. 45 años 1 baño	Departamento en venta en Palermo Soho DUEÑO DIRECTO SIN COMISION INMOBILIARIA. Vende hermoso MONOAMBIENTE de 29 m2 totales, con balcón corrido en el cuarto piso, de Borges esquina pasaje Santa Rosa, con vista a la Plaza Serrano y con hermosa vista y excelente luz todo el día. Ideal inversión para alquiler temporario o vivienda. El departamento cuenta con sala adaptable a necesidades con placar y amplio pasillo de entrada. Cocina semi integrada con barra y salida al balcón y baño completo con puerta corrediza. Importante balcón corrido con piso tipo deck de madera y hermosa vista abierta. Posee gas y aire acondicionado. Living y cocina con aberturas en DVH que aíslan el ruido y el frio. Orientación al Este (sol directo en la mañana) ES DUEÑO DIRECTO SIN COMISION NO ATENDEMOS INMOBILIARIAS BAJO NINGUN CONCEPTO.	https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--19344446	0	0	1	0	0	0	1	0
USD 288.000	+ $200.000	Bulnes	1300	0	72 m² cubie. 2 dorm. A Estrenar	Departamento semipiso en Palermo con Vista Panorámica Abierta Te presentamos este espectacular departamento en el corazón de Palermo, ubicado en el piso 12 de un edificio de categoría. Este semipiso cuenta con un living comedor amplio apaisado, ideal para disfrutar de la comodidad y el estilo de vida que siempre has deseado, y un balcón terraza con parrilla, perfecto para disfrutar de momentos al aire libre. El departamento está amueblado con diseño de interiores y la mejor calidad (puerta blindada, cerradura electrónica, cortinas Roler eléctricas blackout douglas hunter, lavarropas y heladera Samsung, muebles de diseño, Mesa de mármol de carrara, 2 TV Samsung, hogar eléctrico, sillón de tres cuerpos de cuero, juego de jardín en el balcón terraza y demás muebles de altísima calidad y diseño). Características del Inmueble: - Vista Completa y Abierta: Disfruta de vistas panorámicas de todos los ángulos y ventanales que llenan de luz y aire fresco cada rincón de tu hogar. - Losa Radiante con Regulador: Cada ambiente cuenta con losa radiante, brindando un confort térmico excepcional. - Aire Frío-Calor: Equipado con aire acondicionado frío/calor de ultima generacion en el living y dormitorio para tu máxima comodidad. - Terminaciones Premium: Disfruta de aberturas con DVH, puerta de ingreso al departamento blindada y cerradura electrónica, parrilla en el balcón, y doble vidrio en ventanales, además de cortina eléctrica en el dormitorio, y cortina roll y black out en todos los ventanales. - Baño completo con bañera y toilette con ducha y bidet: Diseñados para tu comodidad y privacidad. - Cochera techada muy amplia: La cual cuenta con toma corriente para cargar autos eléctricos, la importancia de contar con espacios de estacionamiento, una gran ventaja en una zona tan solicitada, en la cochera entra camioneta grande o dos autos pequeños. - Bajas Expensas - Seguridad: El edificio cuenta con un tótem de seguridad y portero a medio tiempo sin vivienda, brindándote tranquilidad y protección. - Edificio de Categoría: Instalaciones modernas y elegantes que garantizan un estilo de vida premium. - Orientación Norte: Muy luminoso, aprovechando al máximo la luz natural. Este departamento es ideal tanto para inversión, renta temporaria o permanente, como para vivir en un departamento Premium, ubicado en una zona estratégica que combina la tranquilidad con la cercanía a los mejores servicios y atractivos de Palermo. No te pierdas la oportunidad de hacer de este lugar tu nuevo hogar. ¡Contáctanos para más información y para agendar una visita!	https://www.argenprop.com/departamento-en-venta-en-palermo-viejo-3-ambientes--17289735	1	1	1	0	1	1	1	1
USD 270.000	+ $300.000	Honduras	3900	2º	87 m² cubie. 2 dorm. 20 años	Semipiso 4 Ambientes, Cochera Fija, baulera, SUITE dos baños completos, balcón aterrazado Venta Semipiso 4 Ambientes, Dos Baños completos, jacuzzi, Gran Baulera, Impecable estado - CON COCHERA FIJA CUBIERTA + gran baulera (habitación) SEMIPISO AL FRENTE Y CONTRA FRENTE CON BALCÓN ATERRAZADO + BAULERA (HABITACIÓN) IMPECABLE Y MUY LUMINOSO DEPARTAMENTO EN SEMIPISO DE CUATRO AMBIENTES: CON BALCÓN Y VISTA AL FRENTE Y CONTRA FRENTE - DOS DORMITORIOS CON EL PRINCIPAL EN SUITE Y BAÑO CON HIDROMASAJE, (DOS BAÑOS COMPLETOS) SUPERFICIE TOTAL: 88 m2. (COMO CORRESPONDE, EN ESTA SUPERFICIE NO ESTÁN INCLUIDADAS LAS DE LA COCHERA NI DE LA BAULERA) - En IMPECABLE ESTADO - ANTIGÜEDAD 20 AÑOS - ACCESO DESDE LA CALLE POR DOBLE PUERTA DE SEGURIDAD - GRAN BAULERA. EN ESTE PRECIO ESTÁ INCLUIDA UNA COCHERA FIJA Y CUBIERTA DE ESTE DEPARTAMENTO. - ACCESO A COCHERAS MEDIANTE CÓMODA RAMPA - EL ASCENSOR LLEGA HASTA EL SUBSUELO MOSTRAMOS ESTE INMUEBLE EN EL DÍA Amplio Y LUMINOSO estar más comedor. Posee un gran ventanal APAISADO con salida a BALCÓN ATERRAZADO. Cocina separada con COMEDOR DIARIO, COCINA EQUIPADA con alacenas y bajo mesadas. LAVADERO incorporado, DOS BAÑOS COMPLETOS CON EL PRINCIPAL EN SUITE. Dormitorio secundario con amplio PLACARD. - CALEFACCIÓN Y AGUA CALIENTE POR CALDERA PROPIA (PEISA) - BAULERA (HABITACIÖN) - COCHERA FIJA CUBIERTA INCLUIDA EN EL PRECIO PUBLICADO - BALCÓN ATERRAZADO AL CONTRA FRENTE de 3,72 x 1,60 metros - AIRE ACONDICIONADO SPLIT - Sistema de cableado para televisión/internet embutido EDIFICIO NO APTO PARA PERSONAS CON CAPACIDADES DISMINUIDAS Excelente ubicación por estar ubicado sobre la arbolada Av. Honduras y cerca de Av. Santa Fé y Alto Palermo con numerosas líneas de colectivos y línea de subte D. TERRAZAS & BALCONES Propiedades - Atención Back office: Lun a Vie de 09 a 20 Hs. - Sab 10 a 20 Hs. - AGRADECEMOS SU VISITA. - TASACIONES SIN CARGO. Necesita mudarse Hoy? Tomamos propiedades en parte de pago Los datos presentados en esta ficha son a solo efecto orientativo. Surgiendo los reales del respectivo titulo y plano de esta propiedad - CUCICBA. 5209 >>> Terrazas y Balcones Propiedades asegura la absoluta reserva y confidencialidad de toda la información que le es suministrada por los involucrados en todas sus operaciones en cumplimiento de la Ley de Protección de Datos Personales. TERRAZAS & BALCONES ES NUESTRA MARCA REGISTRADA Es el momento de elegir inmuebles con terrazas, balcones aterrazados y patios parquizados para vivir toda la energía que emanan - Mostramos nuestros inmuebles en el día - Carlos Campagnoli - Martillero Público - CUCICBA 5209 LAS FOTOS PUBLICADAS DE NUESTROS AVISOS NO ESTÁN MODIFICADAS NI ALTERADAS Y RESPONDEN AL ESTADO ACTUAL DE CADA PROPIEDAD.	https://www.argenprop.com/departamento-en-venta-en-palermo-viejo-4-ambientes--9070214	1	0	1	0	1	0	1	1
USD 91.000	+ $220.000	ZAPATA	300	3	22 m² cubie. A Estrenar 1 baño	QUO ZAPATA VENTA CON ENTREGA INMEDITA MONOAMBIENTE AMOBLADO - SEGURIDAD 24 HS Y TODOS LOS AMENITIES IDEAL VIVIENDA O ALQUILER TEMPORAL Soy dueña no hay comisión inmobiliaria. EL MEJOR VALOR! VENTA CON ENTREGA INMEDIATA! Monoambiente de 22m2 , en las torres Quo Zapata. Impecable. Todos los muebles nuevos. A estrenar Ubicado estratégicamente sobre calle Zapata y Jorge Newbery, a una cuadra de la Av. Cabildo. La cercanía al Metrobus y a la estación Olleros de la línea D del subte garantiza la conexión con el resto de la ciudad. La estación de Colegiales de la línea Mitre se encuentra a pocas cuadras. El monoambiente cuenta con vista al jardín colgante interno, cocina con muebles bajo y alto mesada, baño con ducha. Totalmente amoblado. El edificio cuenta con: Amenities: Una pileta semiolímpica cubierta ubicada en el centro del terreno, invita a relajarse y disfrutar, con duchas, baño completo y sala de masajes. Quo Zapata cuenta con un co-working de 300 m2 perfectamente equipado, inclusive con salas cerradas para reuniones, heladeras y cocina, y un gimnasio con spa de 600 m2 para que puedas trabajar y entrenar sin moverte de tu casa, Podes concurrir con tu personal trainer. En la terraza se pueden apreciar las vistas de la ciudad desde la pileta descubierta mas un sector de parrillas con amplios espacios para reuniones y festejos, las cuales se encuentran totalmente equipadas con mobiliarios. Seguridad las 24 hs. Monoambiente ideal para vivir o alquiler temporal.	https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--17926398	1	0	0	0	0	1	0	0
USD 68.000	+ $112.500	RIVADAVIA, AV.	5200	9	40 m² cubie. 1 dorm. 56 años	Departamento - Venta - Argentina, Capital Federal - RIVADAVIA, AV. 5268 Venta de Departamento 2 Ambientes en Caballito, Capital Federal 2 Ambientes 40m2 en la zona de Caballito - Primera junta 9no piso al noroeste, luminoso y silencioso. En este momento se encuentra transformado en un mono ambiente, a refaccionar. Pisos de parquet en toda la unidad, living comedor, cocina independiente, la cual cuenta con calefón a gas Dormitorio con placard empotrado y salida a un balcón que tiene un cerramiento y tiene conexión para lavarropas. Baño completo con bañera. Calefacción individual, aire acondicionado frio en living. Edificio de 14 pisos, 5 unidades por piso, 2 ascensores, encargado con vivienda. APTO PROFESIONAL Precio US$ 68.000 Expensas $112.500 TOMAS TRIPPUTI - Mat. CUCICBA N 7969 AVISO Todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él Los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar. Expensas $150.000	https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19339863	0	0	1	0	0	1	1	0
USD 105.000	+ $178.000	CONESA	2500	7	36 m² cubie. 1 dorm. 10 años	Departamento en Belgrano con balcón y cochera Departamento Monoambiente con balcón y cochera - Belgrano Ubicado en Conesa 2.555 entre Monroe y Roosvelt. Ubicado en Conesa 2555, piso 7º B, en un edificio de 8 pisos, este departamento se destaca por su luminosidad, ventilación cruzada y buena distribución. Baño completo con ventuluz, amplia cocina con barra desayunadora, placard de guardado en el ingreso de la unidad. Cuenta con una superficie total de 37,48 m² (34,48 m² cubiertos + 3 m² de balcón), con orientación Este, lo que garantiza excelente luz natural. El edificio tiene solo 3 departamentos por piso, Dispone de ascensor, cámaras de vigilancia y portón automático para el acceso vehicular. Tiene personal de limpieza que va todas las mañanas. (no duerme en edificio) La unidad incluye cochera descubierta Nº 4. Las expensas son $178.000 aproximadamente e incluyen la cochera. Características principales: ? Balcón ? Aire acondicionado ? Ventilación cruzada ? Orientación Este ? Cochera descubierta ? Cámaras de vigilancia ? Encargada de limpieza (turno mañana) TOMAS TRIPPUTI - Mat. CUCICBA N 7969 AVISO Todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él Los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar.	https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--19264926	0	0	1	0	1	1	1	0
USD 132.000	+ $112.000	AMENABAR	2100	pb	63 m² cubie. 1 dorm. 45 años	Departamento - Venta - Argentina, Capital Federal - AMENABAR 2184 Venta de Departamento en Belgrano, Capital Federal VENTA DEPARTAMENTO 2 AMBIENTES CON 2 PATIOS EN BELGRANO UNIDAD REFACCIONADA SUPERFICIE TOTAL 63M2 SUPERFICIE CUBIERTA 40M2 Frente a Plaza Noruega Apto profesional Ubicado en planta baja, este departamento de 2 ambientes se destaca por su excelente distribución, sus dos patios y su ubicación privilegiada en una de las zonas más buscadas de Belgrano. Al ingresar, nos encontramos con un living luminoso, con salida al primer patio y ventana hacia el segundo patio, lo que aporta muy buena ventilación y circulación de aire. Cuenta con cocina independiente, equipada con horno y anafe eléctricos, y conexión para lavarropas. Dispone de baño completo y dormitorio con placard y persiana. Características principales: 2 ambientes 2 patios Totalmente refaccionado a nuevo Cocina independiente Conexión para lavarropas Baño completo Dormitorio con placard Apto profesional Excelente potencial para renta Detalles técnicos: Aire acondicionado split frío/calor en living y dormitorio Persiana en el dormitorio Horno y anafe eléctricos Ubicación estratégica: Frente a Plaza Noruega y al Mercado de Belgrano A 200 metros de Av. Cabildo, con acceso al Metrobus y a la estación Juramento de Subte Línea D Cercano al paseo comercial a cielo abierto de Av. Cabildo A 700 metros del Barrio Chino Una propiedad ideal tanto para vivienda, uso profesional o inversión, gracias a su ubicación, estado y versatilidad. VALOR US$ 132.000 Valor $112.000 TOMAS TRIPPUTI - Mat. CUCICBA N 7969 AVISO Todas las propiedades que figuran en nuestra cartera se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él Los precios de expensas e impuestos son en base a los ultimas liquidaciones y pueden variar.	https://www.argenprop.com/departamento-en-venta-en-belgrano-2-ambientes--19225524	0	0	1	0	0	0	1	0
USD 620.000	+ $1.160.000	Balbin	2400	12	153 m² cubie. 4 dorm. 20 años	Venta 5 Amb Belgrano | Terraza, Amenities y 2 Cocheras muy amplio departamento con 3 dormitorios + escritorio ó 4º dormitorio 2 cocheras fijas cubiertas con medidas ambas para camioneta piso 12 al frente con vista abierta al oeste (sol de tarde) edificio con seguridad las 24 horas palier privado living de 10 x 4.50 da a balcón terraza con vista abierta de 15 x 2.50 amplísimo dormitorio principal en suite de 3.60 x 4.20 con vestidor y baño completo da también al balcón terraza al frente 2do y 3er dormitorio de 2.50 x 3.40 + placard cada uno dan al aire y luz abierto con sol de mañana baño completo con bañera toilette de recepción amplísima cocina con comedor diario de 6.00 x 3.40 lavadero o dependencia con baño de servicio Pisos: parquet flotante en living y dormitorios Servicios: individuales (caldera individual dual agua caliente y calefacción). Aire acondicionado en todos los ambientes baulera tipo jaula en sector baulera y tipo armario en una de las cocheras. Amenities: en Planta Baja: amplia piscina con parque y parrilla en Piso 13: SUM con parrilla, gimnasio, jacuzzi en terraza con vista panorámica, sauna las medidas son aproximadas las expensas pueden sufrir variaciones la Empresa no se hace responsable de estos cambios	https://www.argenprop.com/departamento-en-venta-en-belgrano-5-ambientes--19116965	1	0	1	0	1	0	1	1
USD 95.000	+ $190.000	Emilio Mitre	100	7	40,91 m² cubie. 1 dorm. 50 años	Departamento de 2 ambientes piso alto. Excelente ubicación. A nuevo Excelente 2 ambientes, con increible luminosidad.Pisos de parquet plastificados a nuevo. Estado de la unidad lista para ingresar en forma inmediata. Ambos ambientes externos y cocina con amplia ventana. Baño a nuevo y completo. Placar embutidos en pieza y otro placar adicional en pasillo. Son 41 m2 cubierto mas balcón totaalizando 43.15 m2, Concertar cita para visita. De Genaro Propiedades	https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--19326297	0	0	0	0	0	0	0	0
USD 97.000	+ $150.000	CHARCAS	3900	4	38 m² cubie. 1 dorm. 1 baño	Departamento en venta en Palermo Soho dos ambientes DUEÑO DIRECTO 2 AMBIENTES EN PALERMO SOHO, DIRECTO DE DUEÑO SIN COMISION (INMOBILIARIAS ABSTENERSE). IDEAL RENTA TEMPORAL. Departamento de 2 ambientes de 38 m2 MUY LUMINOSO CUARTO PISO en una ubicación privilegiada, en Charcas entre Scalabrini Ortiz y Malabia. En un muy buen edificio con encargado y dos ascensores. Con gran conexión de transporte público y línea de Subte D. Es una oportunidad única para vivir en una de las zonas más deseables del Palermo Botánico, con acceso a una amplia variedad de restaurantes, tiendas y opciones de entretenimiento a poca distancia. Ideal inversión para renta temporal. El departamento cuenta con una distribución funcional, que incluye un living-comedor con balcón francés. El dormitorio principal es espacioso y luminoso con placard. La cocina independiente con ventana exterior y baño completo con ducha y conexión para lavarropas. Posee aire acondicionado frio calor nuevo en el living y ventilador de techo en el cuarto.	https://www.argenprop.com/departamento-en-venta-en-palermo-soho-2-ambientes--19085927	0	0	1	0	0	1	1	0
USD 132.000	+ $210.000	Rio De Janeiro	100	7	75 m² cubie. 3 dorm. 60 años	Departamento en Caballito Sur: 4 ambientes en semipiso Departamento 4 amb en venta – Caballito Sur - Dueño directo - Baulera Departamento en semipiso de 4 ambientes, ubicado en Río de Janeiro y Av. Rivadavia, en pleno corazón de Caballito, con excelente conectividad y cercanía a comercios, transporte y servicios. La unidad cuenta con 75 m² totales, se encuentra recientemente renovada, en perfectas condiciones y lista para mudarse. Está totalmente desocupada. Al ingresar, se accede a un amplio living comedor con piso de parquet en muy buen estado. La cocina es independiente, con ventana que garantiza ventilación y luz natural. Dispone de tres dormitorios, con placares empotrados y ventanas. Posee 2 baños, un baño completo y toilette de recepción con ducha. La distribución es funcional y bien aprovechada. La propiedad incluye una amplia baulera, que aporta un valioso espacio adicional de guardado. Cuenta además con protecciones y mosquiteros en todas las ventanas. El edificio tiene encargado fijo y 2 ascensores, principal y de servicio. Tiene una antigüedad aproximada de 60 años, muy bien conservado. Las publicaciones incluyen imágenes con diseño de interiores recreadas mediante IA, que permiten visualizar el potencial de los ambientes amoblados y decorados, sin alterar dimensiones ni distribución reales. Venta directa por dueño, sin comisión. Se evalúa la posibilidad de aceptar propiedad de menor valor como parte de pago.	https://www.argenprop.com/departamento-en-venta-en-caballito-sur-4-ambientes--18947671	0	0	0	0	0	1	0	0
USD 120.000	+ $145.000	Jerónimo Salguero	1900	3	48 m² cubie. 1 dorm. 60 años	Departamento en venta 2 amplios ambientes , muy buena vista , dueño directo Excelente 2 amplios ambientes, con balcon/patio propio, buen estado , dueño directo (sin comision) , contrafrente silencioso, luminoso con vista muy abierta desde todo el departamento ( a pulmon de manzana , con el edificio mas cercano a 50 m ) , tiene ventiladores de techo , 2 aire acondicionados y 2 estufas de tiro balanceado	https://www.argenprop.com/departamento-en-venta-en-botanico-2-ambientes--17633194	0	0	1	0	0	0	1	0
USD 248.000	+ $230.000	Avenida Gaona	1100	0	118 m² cubie. 2 dorm. 30 años	Excelente semipiso 4 amb con dependencia cochera fija cubierta Excelente semipiso 4 ambientes con dependencia y baño de servicio Actualmente se derribo una pared para duplicar la zona del living, hoy hay 2 dormitorios. Se destaca la amplitud de sus ambientes. Gran living comedor con balcones corridos piso alto mucha luz y vista abierta Cocina comedor independiente , lavadero independiente, dependencia de servicio Actualmente se utiliza como escritorio. Habitación principal con vestidor, segundo dormitorio y dos baños completos. Pisos de madera, excelente estado de conservación . Cochera fija cubierta Vea el video de la propiedad ! AVISO LEGAL: Las medidas son aproximadas y pueden variar, los valores de expensas, impuestos y servicios y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos del inmueble. El oferente deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación	https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18034339	0	0	0	0	1	0	1	0
USD 106.500	N/A	Conesa al	2900	0	34 m² cubie. A Estrenar 1 baño	"39 m2 - 1 Amb con Parrilla - Exc. Vista abierta - A estrenar! Excelente monoambiente al contrafrente en edificio a estrenar, ubicado en Conesa 2951, entre Congreso y Quesada, en una ubicación estratégica del barrio de Núñez, lindando con Belgrano y Coghlan. La unidad cuenta con 34 m2 cubiertos más 5 m2 de balcón con vista abierta y parrilla propia, ofreciendo una excelente combinación de confort y funcionalidad. Dispone de cocina integrada de diseño moderno, con muy buenas terminaciones, espacio de guardado y sector destinado para lavarropas en el balcón. Departamento muy luminoso, con ventilación natural y una distribución que aprovecha al máximo cada metro. El edificio se desarrolla en PB + 9 pisos, cuenta con ascensor, agua caliente central, una gran terraza común con espacio de uso interno destinado a gimnasio. Una propuesta ideal para quienes buscan confort, diseño y ubicación estratégica, tanto para vivienda como para inversión. Corredores Inmobiliarios Responsables Adrian Ridelnik CUCICBA Mat 197. y Mauro Ridelnik CUCICBA Mat 6933 y CMCPSI 7060 Todas las operaciones en las que participen nuestros asesores comerciales independientes son gestionadas, supervisadas y monitoreadas por un Corredor Público debidamente matriculado. *Se deja constancia que las medidas y superficies indicados son aproximados y al sólo efecto orientativo. Las medidas reales surgirán del título de propiedad respectivo. Las medidas parciales y/o de los ambientes y el valor consignado de expensas mensuales, servicios y ABL está sujeto a verificación y/o ajuste. Art.4 de la Ley 5.859 de C.A.B.A ""Para los casos de alquiler de vivienda única, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias cuando el destino sea vivienda única y permanente "". * LEY 5115 Cumplimos en informar que los inmuebles "" no cuenta con acceso especial para personas con discapacidad física a menos que la publicación lo especifique "" . * En cumplimiento de la leyes vigentes que regulan el corretaje inmobiliario, Ley 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los asesores comerciales NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias realizadas en GUIMAT PROPIEDADES, son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados,"	https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--18933764	1	0	0	0	0	0	1	0
USD 269.000	+ $263.000	ARENALES	3100	8	135 m² cubie. 2 dorm. 40 años	RETASADO: PISO C/DOS TERRAZAS A MTS DEL ALTO PALERMO EXCLUSIVO PISO COMPLETO CON DOS AMPLIOS BALCONES TERRAZA EN PALERMO, CAPITAL FEDERAL Hermoso piso de categoría, con vista 360º, muchísima luz natural y detalles elegantes. Ideal para quienes buscan privacidad, confort y una terraza propia en plena ciudad. Ubicado en el último piso de un elegante edificio esquinero sobre Billinghurst y Arenales, a metros del Alto Palermo Shopping, en pleno Recoleta. Este departamento único ocupa toda la planta y se accede por palier privado, con entrada de servicio. Cuenta con un cómodo living comedor, sala de estar, comedor diario o escritorio, toilette de recepción y cocina independiente. La suite principal es muy amplia, con vestidor y jacuzzi. Los dos balcones terraza rodean la unidad, ofrecen vista 360º abierta, sol durante todo el día y parrilla propia. Además, el edificio cuenta con parrilla de uso común. Una propiedad luminosa, privada y única, en una de las zonas más buscadas de la ciudad. Aclaración: Unidad originalmente de 3 ambientes, hoy transformada en amplio 2 ambientes para mayor comodidad Superficie Cubierta: 100 M2 Superficie terrazas: 35 M2 Superficie total: 135 M2 AVISO LEGAL Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual puede arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado debe realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por si o sus profesionales las copias necesarias de la documentación que corresponda. Corredores Inmobiliarios responsables en CABA: JUAN CARLOS SARDI CUCICBA 2174 LUCIANO LANCE CUCICBA 2173 Corredor Inmobiliario responsable en PROVINCIA DE BUENOS AIRES: LUCIANO LANCE 4032 Tª ix Fª 4032 CMCPDJME	https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18537647	1	0	0	0	0	0	1	0
