punto_id,tipo,nombre,lat,lon,color_default
654,espacio_verde,Espacio verde 654,-34.65468621901408,-58.46844798836064,#2ca02c
655,espacio_verde,Espacio verde 655,-34.667570286686946,-58.47524631544108,#2ca02c
656,espacio_verde,Espacio verde 656,-34.668483663542865,-58.47462851749557,#2ca02c
657,espacio_verde,Espacio verde 657,-34.62639836021505,-58.4031783218962,#2ca02c
658,espacio_verde,Plazoleta Tbilisi,-34.58058393483108,-58.407439201220456,#2ca02c
659,espacio_verde,Patio Recreativo Paseo de Juegos La Victoria,-34.627116316632694,-58.487817715389646,#2ca02c
660,espacio_verde,Balneario Norte,-34.547304881173964,-58.434294218697566,#2ca02c
661,espacio_verde,Parque Centenario,-34.60670367640078,-58.43554054406574,#2ca02c
662,espacio_verde,Parque Chacabuco,-34.63417689620454,-58.44281091413831,#2ca02c
663,espacio_verde,Parque Patricios,-34.63886827702353,-58.40820473241163,#2ca02c
664,espacio_verde,Parque Avellaneda,-34.645288335078135,-58.478941305935386,#2ca02c
665,espacio_verde,Parque Los Andes,-34.59000217560075,-58.45090126674714,#2ca02c
666,espacio_verde,Plaza Int. Francisco Seeber,-34.575376249760126,-58.417291474273846,#2ca02c
667,espacio_verde,Plaza Arenales,-34.599362786569074,-58.51224681283356,#2ca02c
668,espacio_verde,Plaza de la Constitución,-34.625876923780744,-58.381305400437824,#2ca02c
669,espacio_verde,Plaza Primero de Mayo,-34.61135213808968,-58.39813781879498,#2ca02c
670,espacio_verde,Parque Lezama,-34.6267189469498,-58.369574913413146,#2ca02c
671,espacio_verde,Plaza Lavalle,-34.600925379657255,-58.38460473218151,#2ca02c
672,espacio_verde,Plaza San Martín,-34.59463625012193,-58.3756188164417,#2ca02c
673,espacio_verde,Plaza 25 de Mayo,-34.6084299505169,-58.3721592782522,#2ca02c
674,espacio_verde,Plaza Rodríguez Peña,-34.597958315420264,-58.39235673452472,#2ca02c
675,espacio_verde,Plaza Italia,-34.581205784608244,-58.420866124985466,#2ca02c
676,espacio_verde,Plaza Pueyrredón,-34.6284074658956,-58.46369874999807,#2ca02c
677,espacio_verde,Plaza Francia,-34.58486307137367,-58.39330777117627,#2ca02c
678,espacio_verde,Plaza Matheu,-34.64019795675587,-58.36687137125308,#2ca02c
679,espacio_verde,Plaza Alberti,-34.555011359175566,-58.457819003889576,#2ca02c
680,espacio_verde,Plaza Solis,-34.634444536919325,-58.35529916861406,#2ca02c
681,espacio_verde,Plaza Garay,-34.626642550016015,-58.38831482962043,#2ca02c
682,espacio_verde,Plaza Sudamérica,-34.68836533564801,-58.47508440240844,#2ca02c
683,espacio_verde,Balneario Sud,-34.61506464101282,-58.35181843565061,#2ca02c
684,espacio_verde,José E. Uriburu,-34.642147957679875,-58.41103114300432,#2ca02c
685,espacio_verde,Plaza 25 de Agosto,-34.580172168034764,-58.46253067358611,#2ca02c
686,espacio_verde,Plaza Vélez Sarsfield,-34.62989936247854,-58.48278580784112,#2ca02c
687,espacio_verde,Plaza Díaz Vélez,-34.65260727971473,-58.377735832216906,#2ca02c
688,espacio_verde,Plaza Echeverría,-34.572024591877735,-58.48932669021523,#2ca02c
689,espacio_verde,Plaza Castelli,-34.56744984326335,-58.46458583842432,#2ca02c
690,espacio_verde,Plaza Gral. Benito Nazar,-34.60486013421439,-58.4454946352775,#2ca02c
691,espacio_verde,Plaza Padre L. Massa,-34.63519508268861,-58.42267853080739,#2ca02c
692,espacio_verde,Plaza Ing. Estévez,-34.65287740422625,-58.466709725924254,#2ca02c
693,espacio_verde,Plaza Brown,-34.64483084881252,-58.36464289567382,#2ca02c
694,espacio_verde,"Plaza 24 de Septiembre, Batalla de Tucumán",-34.606765201221464,-58.44830691351284,#2ca02c
695,espacio_verde,Plazoleta 17 de Mayo,-34.65705417730587,-58.483048065263425,#2ca02c
696,espacio_verde,Plaza del Congreso,-34.609755371157945,-58.38990411584389,#2ca02c
697,espacio_verde,Plaza Dr. J. M. Velasco Ibarra,-34.617318633712024,-58.40342826195642,#2ca02c
698,espacio_verde,Plazoleta de los Molfetteses,-34.633769682802395,-58.3590747149912,#2ca02c
699,espacio_verde,Plaza Cnel. Martín Irigoyen,-34.64263619716347,-58.51257882719249,#2ca02c
700,espacio_verde,Plaza Rufino de Elizalde,-34.58140986907028,-58.40196828986554,#2ca02c
701,espacio_verde,Plaza Noruega,-34.56212604445878,-58.45873598515089,#2ca02c
702,espacio_verde,Francisco A. Rizzuto,-34.564844572396154,-58.437949543157735,#2ca02c
703,espacio_verde,Plaza República Federativa del Brasil,-34.583585621004346,-58.3904352262261,#2ca02c
704,espacio_verde,Paseo de las Américas,-34.549413435091736,-58.44043653610606,#2ca02c
705,espacio_verde,Paseo Arzoumanian,-34.57132184763878,-58.432174036478195,#2ca02c
706,espacio_verde,Plaza Padre M. Champagnat,-34.65186247626927,-58.38943809397591,#2ca02c
707,espacio_verde,Plaza República del Ecuador,-34.56379143762349,-58.42161979125313,#2ca02c
708,espacio_verde,Plazoleta Suipacha,-34.60025976532977,-58.37932321324692,#2ca02c
709,espacio_verde,Parque Padre Carlos Mugica,-34.56267061930786,-58.503907653972114,#2ca02c
710,espacio_verde,Paseo de la Recoleta,-34.588960130561006,-58.393587316348686,#2ca02c
711,espacio_verde,Plaza Cecilia Grierson,-34.622295512714764,-58.37497330452174,#2ca02c
712,espacio_verde,Plaza Lorea,-34.609165515166126,-58.3876568285211,#2ca02c
713,espacio_verde,Miguel Abuelo,-34.57539726524973,-58.4346778255943,#2ca02c
714,espacio_verde,Plazoleta Latino Americana,-34.653953968914635,-58.47778023394275,#2ca02c
715,espacio_verde,Plazoleta Martiniana Olivera de Levy y Daniel Levy (denominación propuesta),-34.638033067038265,-58.35707247771605,#2ca02c
716,espacio_verde,Plaza Balcarce,-34.54745563471599,-58.46856114458873,#2ca02c
717,espacio_verde,Plaza Leandro N. Alem,-34.576361568867355,-58.503200682866435,#2ca02c
718,espacio_verde,Plaza Mitre,-34.5840849697283,-58.395810850489795,#2ca02c
719,espacio_verde,Plazoleta Haroldo Conti,-34.61508645087713,-58.3578881026678,#2ca02c
720,espacio_verde,M. A. de Paz y Figueroa,-34.6248380708722,-58.380241521860356,#2ca02c
721,espacio_verde,Plaza Herrera,-34.64412198164646,-58.37618973634895,#2ca02c
722,espacio_verde,"Pcia. de Tierra Del Fuego, Ant. E Is. Del Atlant. Sur",-34.59477728224217,-58.382114000257666,#2ca02c
723,espacio_verde,Paloma Efron,-34.602799728752665,-58.38212126215939,#2ca02c
724,espacio_verde,Pcia. de la Pampa,-34.61135086331226,-58.381387427249805,#2ca02c
725,espacio_verde,Pcia. de la Rioja,-34.61019706553832,-58.3812339461813,#2ca02c
726,espacio_verde,Parque Gral. Paz,-34.56657181548105,-58.50627283429191,#2ca02c
727,espacio_verde,Paseo Pcias. Argentinas,-34.59348321358547,-58.38255117483848,#2ca02c
728,espacio_verde,Osmar Maderna,-34.649139800505814,-58.37822206123871,#2ca02c
729,espacio_verde,Parque de los Niños,-34.52966083872312,-58.457705039792835,#2ca02c
730,espacio_verde,Paseo República de Filipinas,-34.57457484851848,-58.46344061601594,#2ca02c
731,espacio_verde,República de Croacia,-34.56163539090987,-58.43318700571106,#2ca02c
732,espacio_verde,Parque Indoamericano,-34.66530000181146,-58.46094969259747,#2ca02c
733,espacio_verde,M. Sánchez de Thompson,-34.597122111923284,-58.37124808775792,#2ca02c
734,espacio_verde,Mauricio B. de Hirsch,-34.603183530969815,-58.43979210846799,#2ca02c
735,espacio_verde,Enrique M. Francini,-34.56799484928371,-58.40804479260488,#2ca02c
736,espacio_verde,Cnel. Juan F. Czetz,-34.55605963514023,-58.4815178971567,#2ca02c
737,espacio_verde,Dr. Pedro Escudero,-34.55220185179209,-58.48159952462122,#2ca02c
738,espacio_verde,Alfredo Le Pera,-34.549214855109085,-58.48098475086453,#2ca02c
739,espacio_verde,Plaza 1º de Marzo de 1948,-34.55570220873997,-58.49429444491796,#2ca02c
740,espacio_verde,Julio Sosa,-34.556780109014966,-58.47973180153733,#2ca02c
741,espacio_verde,Plazoleta Curuzú-Cuatiá,-34.55945829547808,-58.472622808460585,#2ca02c
742,espacio_verde,Plazoleta 8 de Marzo - Día Internacional de la Mujer,-34.634398752838486,-58.509108903430885,#2ca02c
743,espacio_verde,Lucio V. Mansilla - Paseo de las Artes Latinoamericanas,-34.60575881257688,-58.522589807847055,#2ca02c
744,espacio_verde,Frida Kahlo - Paseo de las Artes Latinoamericanas,-34.60421579726537,-58.52009296414142,#2ca02c
745,espacio_verde,Eduardo Mansilla - Paseo de las Artes Latinoamericanas,-34.60345969583305,-58.51886387889589,#2ca02c
746,espacio_verde,Plaza de la Bandera,-34.628835724027525,-58.4933825406858,#2ca02c
747,espacio_verde,República Arabe Siria,-34.6022749272424,-58.51317720823874,#2ca02c
748,espacio_verde,Plazoleta Líbano,-34.602117788579434,-58.51291614721735,#2ca02c
749,espacio_verde,Federico G. Lorca,-34.59875304564235,-58.5163765995355,#2ca02c
750,espacio_verde,María Ruanova - Paseo del Ballet Argentino,-34.59449556137859,-58.5166564307862,#2ca02c
751,espacio_verde,Mons. Hermenegildo Fazio,-34.59997043658086,-58.508179319609944,#2ca02c
752,espacio_verde,Antonio Berni - Paseo de las Artes Latinoamericanas,-34.597640514257414,-58.50943847856133,#2ca02c
753,espacio_verde,Nicolás Guillén - Paseo de las Artes Latinoamericanas,-34.596838676202765,-58.508140142771445,#2ca02c
754,espacio_verde,Alejo Carpentier - Paseo de las Artes Latinoamericanas,-34.59601658358927,-58.506809194152275,#2ca02c
755,espacio_verde,Delmira Agustini - Paseo de las Artes Latinoamericanas,-34.59531022490301,-58.505662767146525,#2ca02c
756,espacio_verde,Francisco Di Caro,-34.59442702759382,-58.504219993606554,#2ca02c
757,espacio_verde,Elena Larroque de Roffo,-34.601896462544964,-58.50496170424844,#2ca02c
758,espacio_verde,Plazoleta Guillermo Divito,-34.673697794372785,-58.4990026743879,#2ca02c
759,espacio_verde,Manuel C. Gómez,-34.67307954979793,-58.4823202566762,#2ca02c
760,espacio_verde,Plazoleta El Resero,-34.66244403809438,-58.50000481716973,#2ca02c
761,espacio_verde,Dr. Norberto Piñero,-34.6546912946307,-58.52092953437565,#2ca02c
762,espacio_verde,Luis J. de Tejeda,-34.653911065468314,-58.51628414544437,#2ca02c
763,espacio_verde,Beato Luis Guanella,-34.65011119551991,-58.51114826717103,#2ca02c
764,espacio_verde,Giácomo Puccini,-34.65248363899398,-58.516269391272175,#2ca02c
765,espacio_verde,Padre L. Massa,-34.65139706638402,-58.43245532693726,#2ca02c
766,espacio_verde,María T. de Weiss,-34.656877465593084,-58.4396867988512,#2ca02c
767,espacio_verde,Juan Gálvez,-34.65602260181615,-58.43869244666596,#2ca02c
768,espacio_verde,E. Santos Discépolo,-34.63978994581655,-58.424373006830855,#2ca02c
769,espacio_verde,Pedro Laurenz,-34.640798991603894,-58.420488452357866,#2ca02c
770,espacio_verde,Dr. Enrique T. Susini,-34.607492868802204,-58.44531135595882,#2ca02c
771,espacio_verde,Omar Torrijos,-34.60840606305995,-58.43391512185049,#2ca02c
772,espacio_verde,Elías Alippi,-34.599681864901385,-58.42984008809562,#2ca02c
773,espacio_verde,Julián Centeya,-34.63912988616452,-58.40338852697444,#2ca02c
774,espacio_verde,Evaristo Carriego,-34.591395885196675,-58.41288621646652,#2ca02c
775,espacio_verde,Alejandro Petión,-34.57855732358147,-58.40248331269869,#2ca02c
776,espacio_verde,Orencio P. Rodríguez,-34.595777980070444,-58.40434362969329,#2ca02c
777,espacio_verde,Plazoleta Gelly y Obes,-34.5851708051023,-58.39648760221482,#2ca02c
778,espacio_verde,C. González Pecotche,-34.58572323658727,-58.398850123491194,#2ca02c
779,espacio_verde,Plaza de la Defensa,-34.614095471063145,-58.372174319602166,#2ca02c
780,espacio_verde,Pedro M. Obligado,-34.592722561786225,-58.38681972427234,#2ca02c
781,espacio_verde,Dr. Joaquín Zabala,-34.60693358068521,-58.37965698346009,#2ca02c
782,espacio_verde,Plazoleta Juan C. Castagnino,-34.62413657998681,-58.37290877336181,#2ca02c
783,espacio_verde,Ing. Otto Krause,-34.61878116757529,-58.36865384564625,#2ca02c
784,espacio_verde,Plazoleta Canciller M. A. Zavala Ortiz,-34.5948928644257,-58.37321436758014,#2ca02c
785,espacio_verde,Brig. Gral. Tomás de Iriarte,-34.58498055848899,-58.38925786425592,#2ca02c
786,espacio_verde,San Nicolás,-34.60353283938516,-58.372913028044486,#2ca02c
787,espacio_verde,del Tango,-34.60358269434047,-58.36857422751662,#2ca02c
788,espacio_verde,Raquel Forner,-34.59974041562667,-58.36357886961978,#2ca02c
789,espacio_verde,Plaza Fenia Chertkoff,-34.59861583844684,-58.363858071315875,#2ca02c
790,espacio_verde,"Don Enrique ""el Navegante""",-34.59855367277036,-58.363354186450906,#2ca02c
791,espacio_verde,Ricardo J. Calichio,-34.663217916858116,-58.504196214686665,#2ca02c
792,espacio_verde,Plazoleta Navarra,-34.59932609354537,-58.47911719126878,#2ca02c
793,espacio_verde,Javier San Francisco,-34.59909241605887,-58.47981789592859,#2ca02c
794,espacio_verde,Mcal. José Pildsudski,-34.59392048487944,-58.505462261862135,#2ca02c
795,espacio_verde,Michel Borowsky - Paseo del Ballet Argentino,-34.59536144277058,-58.515875248453334,#2ca02c
796,espacio_verde,Plazoleta Yugoslavia,-34.63351746704301,-58.520179112180124,#2ca02c
797,espacio_verde,Plaza Guatemala,-34.633714030114405,-58.5210591413566,#2ca02c
798,espacio_verde,La Casa del Angel,-34.63946183435331,-58.50641662128351,#2ca02c
799,espacio_verde,La Guerra Gaucha,-34.639709276604464,-58.50781056311771,#2ca02c
800,espacio_verde,Plaza Calabria,-34.664284096033576,-58.46960256657929,#2ca02c
801,espacio_verde,Plaza Alberdi,-34.559936631813834,-58.48719434944864,#2ca02c
802,espacio_verde,Carlos Gardel,-34.64243693576576,-58.490859277483516,#2ca02c
803,espacio_verde,Carlos N. Vergara,-34.63934392821779,-58.38823788393829,#2ca02c
804,espacio_verde,de la Lealtad,-34.59840483307152,-58.46658793094221,#2ca02c
805,espacio_verde,Ernesto Padilla,-34.57537367939816,-58.45998122345633,#2ca02c
806,espacio_verde,Francisco Lomuto,-34.554676295174026,-58.48540814804766,#2ca02c
807,espacio_verde,Francisco Fiorentino,-34.558367967594165,-58.47599692098682,#2ca02c
808,espacio_verde,Dr. Ricardo Balbín,-34.551540984208714,-58.499184251834755,#2ca02c
809,espacio_verde,Homero Expósito,-34.55530747607637,-58.49612902199373,#2ca02c
810,espacio_verde,Pascual Pérez,-34.54975374678004,-58.48205792571041,#2ca02c
811,espacio_verde,Plazoleta Herminia C. Brumana,-34.63394248206772,-58.45889876133634,#2ca02c
812,espacio_verde,Ricardo Gutiérrez,-34.601011514523535,-58.48413848341093,#2ca02c
813,espacio_verde,Carlos Malagarriga,-34.54636717077446,-58.470473057287215,#2ca02c
814,espacio_verde,República Democrática del Congo,-34.58805578102019,-58.38274342908002,#2ca02c
815,espacio_verde,Plazoleta Fernando Ghio,-34.66592924843934,-58.502596664791575,#2ca02c
816,espacio_verde,Luna Pelagio,-34.648301140452446,-58.50726341749273,#2ca02c
817,espacio_verde,"Dr. Alfredo, Rivas",-34.62766722430047,-58.40393700017861,#2ca02c
818,espacio_verde,José Neglia - Paseo del Ballet Argentino,-34.59686278285313,-58.51452737748568,#2ca02c
819,espacio_verde,Norma Fontenla - Paseo del Ballet Argentino,-34.59761082849374,-58.51385097163891,#2ca02c
820,espacio_verde,Dora del Grande - Paseo del Ballet Argentino,-34.593654611631244,-58.517418445703136,#2ca02c
821,espacio_verde,Dr. Roberto Koch,-34.58696839120329,-58.47090124051347,#2ca02c
822,espacio_verde,Plazoleta República Soc. de Vietnam,-34.56449070487818,-58.48145757544597,#2ca02c
823,espacio_verde,Plaza Mario A. Amaya,-34.62779620194717,-58.416638444591484,#2ca02c
824,espacio_verde,Plazoleta Celedonio E. Flores,-34.58168361790836,-58.4514319685339,#2ca02c
825,espacio_verde,Leopoldo Torre Nilson,-34.59916628465052,-58.36934840176888,#2ca02c
826,espacio_verde,Plaza Nicolás Granada,-34.67404815617582,-58.47860744452191,#2ca02c
827,espacio_verde,Plazoleta de los Suspiros,-34.639413219568254,-58.36160576582104,#2ca02c
828,espacio_verde,Roberto Firpo,-34.56993054419971,-58.45689142528126,#2ca02c
829,espacio_verde,Obispo Enrique Angelelli,-34.65874360624004,-58.42280208367044,#2ca02c
830,espacio_verde,Ana M. Shultz,-34.654711238100695,-58.43687102586152,#2ca02c
831,espacio_verde,Francisco Mura,-34.65529507634196,-58.437772751846715,#2ca02c
832,espacio_verde,Dr. José L. Romero,-34.63183377333912,-58.44503116129189,#2ca02c
833,espacio_verde,Roberto J. Santoro,-34.58457745399262,-58.45477973949451,#2ca02c
834,espacio_verde,Subcrio. Severino J. Cirigliano,-34.58591552349988,-58.45313811179954,#2ca02c
835,espacio_verde,Pref. Naval Argentina,-34.685445192330285,-58.47026693360424,#2ca02c
836,espacio_verde,Paseo de Versalles: sector J. Amalfitani,-34.632394034850776,-58.52211925917226,#2ca02c
837,espacio_verde,Plazoleta Cid Campeador,-34.607605876793166,-58.44581079612929,#2ca02c
838,espacio_verde,Plazoleta de las Madres,-34.62714567224117,-58.39146832174408,#2ca02c
839,espacio_verde,Elisa Brown,-34.63083912922033,-58.371754546358936,#2ca02c
840,espacio_verde,Plazoleta Caras y Caretas,-34.6891326016948,-58.46569006145042,#2ca02c
841,espacio_verde,Manuel de Sarratea,-34.6167708947574,-58.47515524128155,#2ca02c
842,espacio_verde,Plazoleta Nigeria,-34.609944672524314,-58.465404892778515,#2ca02c
843,espacio_verde,Virginia Bolten,-34.6146728936231,-58.360883034371476,#2ca02c
844,espacio_verde,Aeronáutica Argentina,-34.67979303915119,-58.46644380723002,#2ca02c
845,espacio_verde,Dr. Mariano R. Castex,-34.58356575715882,-58.40646703993211,#2ca02c
846,espacio_verde,Dr. Rodolfo Erausquin,-34.63080846042106,-58.527684185502295,#2ca02c
847,espacio_verde,Edgardo Donato,-34.598514949951124,-58.52014477887827,#2ca02c
848,espacio_verde,León Fontova,-34.63784653250289,-58.49200736646937,#2ca02c
849,espacio_verde,Antonio Cambiasso,-34.600852578712384,-58.490492019885615,#2ca02c
850,espacio_verde,Plaza Dr. Vicente S. Lima,-34.56387608525312,-58.50307661754429,#2ca02c
851,espacio_verde,Plaza Bélgica,-34.579925411881945,-58.40085321139243,#2ca02c
852,espacio_verde,Constancio C. Vigil,-34.598797756006114,-58.453150300458134,#2ca02c
853,espacio_verde,Ricardo Llanes,-34.653348882344986,-58.490229915005116,#2ca02c
854,espacio_verde,Rosa Pavlosky,-34.65467367223538,-58.49181510842952,#2ca02c
855,espacio_verde,Julio Cruciani,-34.65533614538014,-58.492604937763055,#2ca02c
856,espacio_verde,José E. Agüero,-34.62872637787093,-58.52193019292472,#2ca02c
857,espacio_verde,Ismael Chukri,-34.67882578198838,-58.477075105890165,#2ca02c
858,espacio_verde,Vicente Bellini,-34.63683074856851,-58.49342440899582,#2ca02c
859,espacio_verde,Paseo de la Victoria,-34.615021009048135,-58.428705988859356,#2ca02c
860,espacio_verde,Ricardo Tanturi,-34.610344584230916,-58.3748699044839,#2ca02c
861,espacio_verde,Rosita Quiroga,-34.605846705091274,-58.3778542108619,#2ca02c
862,espacio_verde,Ciriaco Ortiz,-34.60692758664411,-58.37520008223205,#2ca02c
863,espacio_verde,Mario Broggi,-34.64547055021895,-58.415992433389086,#2ca02c
864,espacio_verde,Dr. Antonio Sáenz,-34.641770543513346,-58.41626191636759,#2ca02c
865,espacio_verde,César Iglesias Paz,-34.57960973319402,-58.40800721289701,#2ca02c
866,espacio_verde,África,-34.542141466195424,-58.47427536500214,#2ca02c
867,espacio_verde,Dip. Nac. Jorge M. Almada,-34.54374388741504,-58.473498436476035,#2ca02c
868,espacio_verde,Joaquín Campana,-34.544580092732794,-58.47307123488394,#2ca02c
869,espacio_verde,Carlos Sánchez Viamonte,-34.545899075975306,-58.47144415851238,#2ca02c
870,espacio_verde,Miguel C. Victorica,-34.64376663435376,-58.36260482639018,#2ca02c
871,espacio_verde,María Ponce de Bianco,-34.62371786060787,-58.39309209034121,#2ca02c
872,espacio_verde,Guillermo E. Hudson,-34.578145017901655,-58.4177460474345,#2ca02c
873,espacio_verde,Plazoleta Santiago J. Chierico,-34.64577552368412,-58.527099937412444,#2ca02c
874,espacio_verde,Plazoleta Tomás Di Taranto,-34.645978675358855,-58.52712006575008,#2ca02c
875,espacio_verde,Juan C. Cobián,-34.57547221153501,-58.40168152090873,#2ca02c
876,espacio_verde,Villa de las Catalinas,-34.57090612263523,-58.49088896798739,#2ca02c
877,espacio_verde,Villa Ortúzar,-34.58394871251562,-58.46643816364266,#2ca02c
878,espacio_verde,William C. Morris,-34.5842987659414,-58.4274411956503,#2ca02c
879,espacio_verde,Juan Maffioli,-34.641336187514604,-58.414401831542044,#2ca02c
880,espacio_verde,Mcal. Toribio de Luzuriaga,-34.63529939764543,-58.39003471043846,#2ca02c
881,espacio_verde,Plazoleta Embajada de Israel - Plzta. en Memoria del Atentado,-34.591603496972176,-58.38036977980015,#2ca02c
882,espacio_verde,Paseo Dr. Luciano F. Molina,-34.599916664046816,-58.38529543491786,#2ca02c
883,espacio_verde,Espacio verde 883,-34.62581422963198,-58.39994879129266,#2ca02c
884,espacio_verde,Plaza M. Mujica Lainez,-34.58958356702632,-58.39300853390129,#2ca02c
885,espacio_verde,Plaza Don Segundo Sombra - Brian Aguinaco,-34.64212737865785,-58.45037106604972,#2ca02c
886,espacio_verde,Plazoleta Las Nereidas,-34.61693808835036,-58.356743697181486,#2ca02c
887,espacio_verde,Dr. C. A. Pueyrredón,-34.56123047414024,-58.427763374766656,#2ca02c
888,espacio_verde,Plazoleta del Arbol,-34.59341802636206,-58.40872085257301,#2ca02c
889,espacio_verde,Plazoleta Sur,-34.615963413012366,-58.41685438318976,#2ca02c
890,espacio_verde,Rodolfo Walsh,-34.61597345329702,-58.374440865494265,#2ca02c
891,espacio_verde,Plazoleta Enrique Pichón Riviere,-34.59476609117205,-58.39923931306835,#2ca02c
892,espacio_verde,Parque Thays,-34.58483427236388,-58.386914438055406,#2ca02c
893,espacio_verde,Bo. Gral. San Martín,-34.5737395531369,-58.50969464713069,#2ca02c
894,espacio_verde,Parque Rivadavia,-34.61794206807154,-58.43323343115552,#2ca02c
895,espacio_verde,Parque Las Heras,-34.58402085324244,-58.40870525713359,#2ca02c
896,espacio_verde,Plaza El Salvador,-34.548913751605006,-58.44595320103355,#2ca02c
897,espacio_verde,Parque de la Raza (Aeroparque),-34.5596572552386,-58.41525934596644,#2ca02c
898,espacio_verde,Parque de las Victorias,-34.68014245496586,-58.45836423853199,#2ca02c
899,espacio_verde,Dr. Juan B. Alberdi,-34.66003707992905,-58.50082007811733,#2ca02c
900,espacio_verde,Plaza Mariano Moreno,-34.60960167745619,-58.38837353612335,#2ca02c
901,espacio_verde,Plaza Martín Rodríguez,-34.590831890257554,-58.50111468914738,#2ca02c
902,espacio_verde,Plaza B. Vicuña Mackenna,-34.5440831335112,-58.47737541062394,#2ca02c
903,espacio_verde,Plaza Roma,-34.601180903623096,-58.36977734333488,#2ca02c
904,espacio_verde,Italo Masuelli,-34.57513644668395,-58.51026664785107,#2ca02c
905,espacio_verde,Parque Saint Tropez,-34.54954074290623,-58.42774483382559,#2ca02c
906,espacio_verde,Plaza de los Periodistas,-34.62142907356005,-58.47302112668047,#2ca02c
907,espacio_verde,Plaza Tte. Gral. Pablo Ricchieri,-34.61063725069954,-58.51830595852695,#2ca02c
908,espacio_verde,Plazoleta Colombia,-34.63744660912716,-58.374203391389486,#2ca02c
909,espacio_verde,Plaza Islas Malvinas,-34.62691597492412,-58.36054570813909,#2ca02c
910,espacio_verde,Plaza Dr. Onesimo Leguizamón,-34.655870418546776,-58.51847993194999,#2ca02c
911,espacio_verde,Monte Ararat,-34.58963059969508,-58.41527012351164,#2ca02c
912,espacio_verde,Plaza Derechos del Hombre,-34.63403537983616,-58.50787371307486,#2ca02c
913,espacio_verde,Plaza Unidad Latinoamericana,-34.59212267351636,-58.419861411007446,#2ca02c
914,espacio_verde,Plaza Almagro,-34.60579272639433,-58.41911651820208,#2ca02c
915,espacio_verde,Plaza Tte. Gral. Emilio Mitre,-34.58816196994382,-58.39750344121323,#2ca02c
916,espacio_verde,F. Lopez Torres,-34.64430896442139,-58.412275212504355,#2ca02c
917,espacio_verde,Plaza R. González Tuñón,-34.61238187246852,-58.41187389619877,#2ca02c
918,espacio_verde,Plaza Unidad Nacional,-34.6772559887978,-58.47666468008029,#2ca02c
919,espacio_verde,Plaza Cap. D. Fidel Sarmiento,-34.58225689822201,-58.4778696741186,#2ca02c
920,espacio_verde,Plaza Dr. Alfredo Nobel,-34.58784016398711,-58.48447079938975,#2ca02c
921,espacio_verde,Plaza Inmigrantes de Armenia,-34.58878064593449,-58.425179130955485,#2ca02c
922,espacio_verde,Plaza Exodo Jujeño,-34.58290360497033,-58.48119039474845,#2ca02c
923,espacio_verde,Plaza Félix Lima,-34.541347170202954,-58.47033835443598,#2ca02c
924,espacio_verde,Gral. A. J. Sucre,-34.55986035322259,-58.44926256246593,#2ca02c
925,espacio_verde,Plaza Juan F. Salaberry,-34.655641931362794,-58.506340308273316,#2ca02c
926,espacio_verde,Plaza Alf José M. Sobral,-34.581584522870074,-58.41038914590652,#2ca02c
927,espacio_verde,Plaza Antonio Malaver,-34.587701627573786,-58.46718478103601,#2ca02c
928,espacio_verde,Plaza Dr. Amadeo Sabattini,-34.612379422289706,-58.443621449689836,#2ca02c
929,espacio_verde,Roberto Noble,-34.57879422302108,-58.41323421573694,#2ca02c
930,espacio_verde,Plaza Sarmiento,-34.64518965014734,-58.52342140802441,#2ca02c
931,espacio_verde,Plaza Rosario Vera Peñaloza,-34.622421432488835,-58.37630539251618,#2ca02c
932,espacio_verde,Plaza de los Mataderos,-34.657744204310596,-58.50675945746361,#2ca02c
933,espacio_verde,Plaza Ing. Félix Aguilar,-34.556520407065264,-58.439592104769304,#2ca02c
934,espacio_verde,San Miguel de Garicoits,-34.57769191702472,-58.458550847516705,#2ca02c
935,espacio_verde,Plazoleta Emilio Troncoso,-34.66600599247752,-58.48386512676702,#2ca02c
936,espacio_verde,Plazoleta Juvenilia,-34.596458326792906,-58.37564530954894,#2ca02c
937,espacio_verde,Int. Joaquín S. de Anchorena,-34.61319098134394,-58.37784891727698,#2ca02c
938,espacio_verde,Plaza Ramón G. Fernández,-34.57318555444185,-58.414401367292136,#2ca02c
939,espacio_verde,Plaza Domingo Olivera,-34.64747533530975,-58.48409719421705,#2ca02c
940,espacio_verde,Francisco Canaro,-34.62431821800772,-58.39309688849014,#2ca02c
941,espacio_verde,Plaza de los Colegiales,-34.57680771459833,-58.44402992548281,#2ca02c
942,espacio_verde,Plaza Gral. Manuel Belgrano,-34.56167785277019,-58.45477424444748,#2ca02c
943,espacio_verde,Plaza Sgto. Cabral,-34.651112374304944,-58.52729219657223,#2ca02c
944,espacio_verde,José Soldati,-34.65842764963569,-58.4331622564863,#2ca02c
945,espacio_verde,Plaza Nueva Pompeya,-34.651969445464566,-58.415576775733385,#2ca02c
946,espacio_verde,Plaza Evita,-34.58388734062087,-58.39747910935263,#2ca02c
947,espacio_verde,Plaza Ejército de los Andes,-34.63947882375429,-58.50926264281986,#2ca02c
948,espacio_verde,Plaza Mafalda,-34.58073893895854,-58.44552957937443,#2ca02c
949,espacio_verde,Parque Micaela Bastidas,-34.615033024781376,-58.359372267997074,#2ca02c
950,espacio_verde,Plaza Cnel. Ramón L. Falcón - Che Guevara,-34.63584161407403,-58.48221961955513,#2ca02c
