sitio	posting_id	operacion	moneda	barrio_oficial	calle	altura	precio	precio_usd	precio_por_m2	precio_por_m2_usd	m2_total	ambientes	dormitorios	baños	antiguedad_años	expensas	lat	lon	dist_subte_km	dist_verde_km	dist_tren_km	nivel_socioeconomico	segmento_zona	segmento_zona_modelo	indice_lujo	indice_confort	score_antiguedad	pca_precio_sup	pca_antiguedad	cluster	cluster_nombre
zonaprop	58032895	alquiler	ars	Recoleta	Laprida	1200.0	750000.0	530.035335689046	22727.272727272728	16.061676839062	33.0	1.0	1.0	1.0	30.0	170000.0	-34.5950252	-58.4079165	0.3833681590412086	0.19294294594637984	1.5101411610730378	5	estandar	estandar	-0.31607914309910595	0.16666666666666666	0.6494227479269558	-0.903042664727596	0.7344219198666554	2.0	Cluster 2: departamentos antiguos
zonaprop	58701813	alquiler	usd	Puerto Madero			10000.0	10000.0	39.21568627450981	39.21568627450981	255.0	4.0	3.0	3.0	10.0	2300000.0						5	premium	premium	0.7932219749729957	0.8333333333333334	0.5917849239392351	1.7100496791153836	0.1024433275278202		
zonaprop	58729539	alquiler	usd	Villa Crespo	Luis María Drago	200.0	700.0	700.0	13.20754716981132	13.20754716981132	53.0	2.0	1.0	2.0	35.0	180000.0	-34.6022828	-58.4364676	0.4747179923719663	0.2324777683893283	1.417369619452934	4	estandar	estandar	-0.05183875757898598	0.16666666666666666	0.6688687865061613	-0.5263280817422724	0.9476409353949171	2.0	Cluster 2: departamentos antiguos
zonaprop	57431219	alquiler	usd	Palermo	Av. Libertador	2700.0	3700.0	3700.0	17.61904761904762	17.61904761904762	210.0	5.0	4.0	2.0	35.0	1920000.0	-34.5782691	-58.4079221	1.0599008384887911	0.042104248372869885	0.8340899728061814	5	estandar	estandar	-0.27655077278877327	0.0	0.6794035475464304	1.6149580061114044	1.0631509077053511	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58180931	alquiler	usd	Recoleta	Montevideo	1200.0	550.0	550.0	14.864864864864863	14.864864864864863	37.0	1.0	1.0	1.0	30.0	149500.0	-34.595122	-58.3900437	0.575090728541603	0.06624612395988266	1.4448693953942136	5	estandar	estandar	0.15978556076805314	0.3333333333333333	0.6497386540834396	-0.8489078167774892	0.7378857204453935	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58587665	alquiler	usd	Villa Devoto	Benito Juárez	3800.0	2500.0	2500.0	20.161290322580644	20.161290322580644	124.0	4.0	3.0	2.0	1.0	157000.0	-34.6059607	-58.5175533	4.521546133602933	0.3022423472723677	0.5772029698393593	4	estandar	estandar	-0.19317743457138328	0.3333333333333333	0.5511884601453328	-0.2706272213465829	-0.342682707207125	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58618941	alquiler	usd	Belgrano	Arcos	1800.0	3300.0	3300.0	20.496894409937887	20.496894409937887	161.0	5.0	3.0	2.0	35.0	916000.0	-34.5632452	-58.4514008	0.3362657960260233	0.326184893224569	0.5514982099829306	5	estandar	estandar	0.5072523993316335	0.3333333333333333	0.6759612471729207	0.9480241378529977	1.0254072873889148	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58769317	alquiler	usd	Palermo	Nicaragua	4300.0	1900.0	1900.0	29.23076923076923	29.23076923076923	65.0	3.0	2.0	2.0	20.0	384500.0						5	estandar	estandar	-0.20350462999893654	0.0	0.6151645908038834	-0.6727354308911346	0.3587932021799096		
zonaprop	58768426	alquiler	ars	Villa Devoto	Av. Francisco Beiró	3300.0	600000.0	424.02826855123675	17142.85714285714	12.115093387178192	35.0	2.0	1.0	1.0	8.0	105000.0	-34.5982684	-58.4994667	2.829505595272068	0.2653369843988147	0.5314969861459721	4	estandar	estandar	-0.4062992713389745	0.0	0.5705898492088596	-1.3392071512469164	-0.1299532580107457	2.0	Cluster 2: departamentos antiguos
zonaprop	58804230	alquiler	usd	Palermo	Guatemala	5100.0	2000.0	2000.0	19.047619047619047	19.047619047619047	105.0	3.0	2.0	2.0	40.0	900000.0	-34.5834874	-58.4280819	0.6025451339453807	0.10742152971272549	0.5178103227347041	5	estandar	estandar	0.4739977764882749	0.0	0.690179194245234	0.28932892552267586	1.1813021070584244	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58743387	alquiler	ars	Balvanera	Yrigoyen, Hipolito	2219.0	500000.0	353.35689045936397	18518.51851851852	13.087292239235701	27.0	1.0	1.0	1.0	40.0	100000.0	-34.61069	-58.3977825	0.12998761957677246	0.08034643852464	0.9457135055704483	3	estandar	estandar	-0.2728373159521455	0.16666666666666666	0.6850821085963995	-0.7757043388111892	1.1254143446393021	2.0	Cluster 2: departamentos antiguos
zonaprop	57693480	alquiler	ars	Caballito	Felipe Vallese	700.0	1000000.0	706.7137809187279	21276.59574468085	15.03646342380272	47.0	2.0	1.0	1.0	16.5	249000.0	-34.6123055	-58.4432169	0.9079503925442981	0.03785740428305033	0.7769002498195317	4	estandar	estandar	0.5433548823680728	0.3333333333333333	0.6018674182064839	-0.996151776937253	0.21299435276496	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58450193	alquiler	ars	Almagro	Jerónimo Salguero	700.0	800000.0	565.3710247349824	17391.304347826088	12.290674450760486	46.0	2.0	1.0	1.0	10.0	230000.0	-34.6021125	-58.4193739	0.1863115082669907	0.09022254800432251	1.2791841630063594	4	estandar	estandar	0.05922686568228486	0.16666666666666666	0.5785248286695445	-1.1472092919325954	-0.04294898194942892	2.0	Cluster 2: departamentos antiguos
zonaprop	58637373	alquiler	usd	Recoleta	Av. Alvear	1800.0	2900.0	2900.0	20.714285714285715	20.714285714285715	140.0	3.0	2.0	3.0	50.0	410000.0	-34.5884254	-58.3880561	0.6566007311341645	0.14120069758396167	1.2111744206900736	5	estandar	estandar	0.04347202132986996	0.5	0.7284630722894305	0.9769764653234968	1.601071447427649	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58723280	alquiler	usd	Palermo	Gorostiaga	1700.0	1300.0	1300.0	24.07407407407408	24.07407407407408	54.0	2.0	1.0	2.0	20.0	384500.0	-34.5660301	-58.4369712	0.8308789449971341	0.15910331305911604	0.38807979189382247	5	estandar	estandar	0.46036104211218765	0.0	0.6146023821332757	-0.8243177650494242	0.3526287806304931	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58702327	alquiler	ars	Caballito	Formosa	200.0	800000.0	565.3710247349824	19512.19512195122	13.789537188658105	41.0	2.0	1.0	1.0	19.5	175000.0	-34.6209472	-58.4309896	0.5783447680853192	0.39150800646524925	1.194618411850868	4	estandar	estandar	-0.200654893842828	0.3333333333333333	0.6122919896725707	-1.0153090311665782	0.32729613491198584	2.0	Cluster 2: departamentos antiguos
zonaprop	58524485	alquiler	usd	Puerto Madero	Lola Mora	400.0	1100.0	1100.0	26.19047619047619	26.19047619047619	42.0	1.0	1.0	1.0	7.0	330000.0						5	premium	premium	0.0774425918792974	0.16666666666666666	0.5669599478144872	-1.2602883493482675	-0.16975385794375006		
zonaprop	58770197	alquiler	ars	Palermo	Ugarteche	2800.0	780000.0	551.2367491166078	16595.744680851065	11.728441470566123	47.0	2.0	1.0	1.0	10.0	126000.0						5	estandar	estandar	-0.18611247579190973	0.16666666666666666	0.5786133492576196	-1.1337600037712818	-0.041978384644148437		
zonaprop	58510295	alquiler	usd	Puerto Madero			1300.0	1300.0	37.142857142857146	37.142857142857146	35.0	1.0	1.0	1.0	1.0	180000.0						5	premium	premium	0.6143387710817668	0.3333333333333333	0.5445096079027435	-1.478224112858939	-0.4159139874096871		
zonaprop	58746864	alquiler	usd	Recoleta	Laprida	1100.0	800.0	800.0	22.22222222222222	22.22222222222222	36.0	1.0	1.0	1.0	30.0	169000.0	-34.5961959	-58.4085089	0.5042190757169833	0.18835738505250074	1.3815761502903514	5	estandar	estandar	0.3026466590656944	0.0	0.6494035722552101	-0.8601760973402693	0.7342116653289488	2.0	Cluster 2: departamentos antiguos
zonaprop	58346870	alquiler	ars	Retiro	Arenales	900.0	690000.0	487.63250883392226	19166.666666666668	13.545347467608952	36.0	2.0	1.0	2.0	30.0	165000.0	-34.5941289	-58.3798958	0.21594391399450424	0.17513752846492603	0.5707522167874992	3	estandar	estandar	-0.4574594451280833	0.0	0.6497184128499389	-0.8629610838572098	0.7376637823955162	2.0	Cluster 2: departamentos antiguos
zonaprop	57906060	alquiler	usd	Palermo	Costa Rica	5400.0	900.0	900.0	18.75	18.75	48.0	1.0	1.0	1.0	10.0	230000.0						5	estandar	estandar	0.21126991502941364	0.16666666666666666	0.5784266918009822	-1.1178765722462678	-0.044025018408817285		
zonaprop	58702037	alquiler	usd	Palermo	Av. Santa Fe	3700.0	2500.0	2500.0	25.0	25.0	100.0	3.0	2.0	2.0	40.0	600000.0	-34.585219	-58.4159331	0.007290789731728685	0.16309003631332966	1.2160383276061333	5	estandar	estandar	0.6019852416963427	0.16666666666666666	0.6896226122101077	0.22309070998123873	1.1751993796002336	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58512481	alquiler	usd	Retiro	Arroyo	800.0	3900.0	3900.0	25.161290322580644	25.161290322580644	155.0	5.0	2.0	2.0	53.5	775700.0	-34.6047403	-58.4524803	1.3261989226553976	0.3476690842241801	1.4623851563303303	3	estandar	estandar	0.3359145631413891	0.0	0.7419095660736417	1.2563750153581288	1.7485075514597699	2.0	Cluster 2: departamentos antiguos
zonaprop	58064483	alquiler	ars	Palermo	Avenida Luis María Campos	761.0	2000000.0	1413.4275618374559	19417.47572815534	13.722597687742288	103.0	4.0	3.0	2.0	40.0	420000.0	-34.5696639	-58.4362061	0.621734822363239	0.41193094258071905	0.6697956545185457	5	estandar	estandar	-0.31777368120790145	0.16666666666666666	0.6902361728608906	0.2603602795337134	1.1819268576618431	2.0	Cluster 2: departamentos antiguos
zonaprop	58731952	alquiler	usd	Palermo			1000.0	1000.0	20.40816326530612	20.40816326530612	49.0	2.0	1.0	1.0	10.0	384500.0						5	estandar	estandar	0.39522959986657874	0.16666666666666666	0.5784346452615791	-1.1037146111720837	-0.04393781149355708		
zonaprop	58657553	alquiler	ars	Liniers	Ercilla	6600.0	990000.0	699.6466431095406	17368.42105263158	12.274502510693695	57.0	3.0	2.0	1.0	12.0	125000.0	-34.6506812	-58.5139644	4.6148765493069375	0.13060579818753354	1.735926820446088	2	popular	popular	-0.23641926171834365	0.3333333333333333	0.5864667658922599	-0.9552729789174715	0.04413158354041882	2.0	Cluster 2: departamentos antiguos
zonaprop	58752872	alquiler	usd	Puerto Madero	Huergo	500.0	1000.0	1000.0	28.571428571428573	28.571428571428573	35.0	1.0	1.0	1.0	1.0	145000.0	-34.6136499	-58.3669069	0.652877072365317	0.03428023345822796	2.1045642809211773	5	premium	premium	0.40755925854377995	0.3333333333333333	0.5448206223803547	-1.4809752546787118	-0.41250382237986905	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58673401	alquiler	usd	San Cristobal	Av. San Juan	2816.0	520.0	520.0	11.818181818181818	11.818181818181818	44.0	2.0	1.0	1.0	20.0	140000.0	-34.6240558	-58.4040806	0.10660566679048002	0.2727726246698403	1.7461418134538764	3	estandar	estandar	0.24423981304232495	0.16666666666666666	0.6143658879401505	-0.9645489578386504	0.3500357044710002	2.0	Cluster 2: departamentos antiguos
zonaprop	58721773	alquiler	usd	Palermo	Guatemala	5100.0	2000.0	2000.0	19.047619047619047	19.047619047619047	105.0	3.0	2.0	2.0	40.0	384500.0	-34.5834874	-58.4280819	0.6025451339453807	0.10742152971272549	0.5178103227347041	5	estandar	estandar	0.0823772126710733	0.0	0.690179194245234	0.28932892552267586	1.1813021070584244	2.0	Cluster 2: departamentos antiguos
zonaprop	58806245	alquiler	ars	Recoleta	Junin	1400.0	800000.0	565.3710247349824	16000.0	11.307420494699647	50.0	2.0	1.0	1.0	30.0	170000.0	-34.5918574	-58.3960759	0.49892893625690127	0.37311628550332676	1.8229245796781464	5	estandar	estandar	-0.4355971122443922	0.0	0.6507532954054744	-0.6728629376037394	0.749010907866851	2.0	Cluster 2: departamentos antiguos
zonaprop	58743396	alquiler	usd	Belgrano	Avenida Del Libertador	6100.0	1300.0	1300.0	15.853658536585366	15.853658536585366	82.0	1.0	2.0	1.0	33.0	193500.0	-34.5558324	-58.448507	1.024352164594392	0.3408633463064371	0.3149577922777101	5	estandar	estandar	-0.27507951608943526	0.16666666666666666	0.6635562199445285	-0.17223042663190546	0.8893905000897554	2.0	Cluster 2: departamentos antiguos
zonaprop	58431092	alquiler	ars	Recoleta	Libertad	1100.0	750000.0	530.035335689046	16666.666666666668	11.778563015312132	45.0	2.0	1.0	1.0	35.0	170000.0	-34.5956398	-58.3843236	0.5978452729923288	0.21616440190694222	0.9969682011693786	5	estandar	estandar	-0.36436988150083244	0.3333333333333333	0.6683756776137875	-0.6358247069606079	0.9422341687595459	2.0	Cluster 2: departamentos antiguos
zonaprop	56760453	alquiler	usd	Puerto Madero			2200.0	2200.0	31.428571428571427	31.428571428571427	70.0	2.0	1.0	1.0	7.5	450000.0						5	premium	premium	0.7440872696319679	0.3333333333333333	0.5704752498003673	-0.8664706300922573	-0.1312098004658746		
zonaprop	58789139	alquiler	ars	Recoleta	Libertad	1100.0	1750000.0	1236.7491166077739	19444.444444444445	13.741656851197488	90.0	4.0	2.0	2.0	40.0	345000.0	-34.5956398	-58.3843236	0.5978452729923288	0.21616440190694222	0.9969682011693786	5	estandar	estandar	-0.2942168102154148	0.16666666666666666	0.6893499219252985	0.08317969708302168	1.1722094259480127	2.0	Cluster 2: departamentos antiguos
zonaprop	58728454	alquiler	ars	Villa Luro	Leopardi	100.0	950000.0	671.3780918727915	13571.42857142857	9.591115598182736	70.0	4.0	3.0	1.0	0.0	330000.0	-34.6384668	-58.4977713	2.7096869150451526	0.238257139304066	0.43907875346012365	2	estandar	estandar	-0.28991436407662513	0.0	0.5442975062977261	-1.031033333380472	-0.41823960736716886	2.0	Cluster 2: departamentos antiguos
zonaprop	57034065	alquiler	usd	Palermo			4000.0	4000.0	40.0	40.0	100.0	3.0	2.0	2.0	40.0	384500.0						5	estandar	estandar	0.16685016404455275	0.16666666666666666	0.6890783368742881	0.22790520816584117	1.169231590798052		
zonaprop	58799361	alquiler	ars	Belgrano	Ciudad De La Paz	1300.0	1800000.0	1272.0848056537102	18000.0	12.720848056537102	100.0	3.0	2.0	2.0	35.0	554000.0	-34.5686916	-58.45094	0.29546602918166875	0.23963019431783816	0.5425685432679933	5	estandar	estandar	0.12732958226627444	0.6666666666666666	0.6720880841290527	0.11411377264871132	0.9829394085029262	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58322502	alquiler	usd	Palermo	Godoy Cruz	3000.0	3800.0	3800.0	27.142857142857142	27.142857142857142	140.0	4.0	3.0	2.0	35.0	850000.0	-34.5755291	-58.422362	0.4436497483333053	0.22978504446898984	0.4821797196938066	5	estandar	estandar	0.3289515058543276	0.0	0.6742895792785357	0.6639326006387959	1.0070780332696667	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58702997	alquiler	usd	Palermo	Arce	820.0	2000.0	2000.0	21.05263157894737	21.05263157894737	95.0	3.0	2.0	2.0	40.0	750000.0	-34.568022	-58.4358779	0.7982752546268455	0.3777941146497899	0.6137623117819332	5	estandar	estandar	-0.21275905006694013	0.3333333333333333	0.6894252428026317	0.15367500608070725	1.1730352930390546	2.0	Cluster 2: departamentos antiguos
zonaprop	58566565	alquiler	ars	Villa Urquiza	Cullen	4800.0	750000.0	530.035335689046	15625.0	11.042402826855124	48.0	2.0	1.0	1.0	8.0	200000.0						4	estandar	estandar	-0.2942168102154148	0.16666666666666666	0.5715143311832757	-1.1623647492260554	-0.11981663632012512		
zonaprop	58109605	alquiler	ars	Villa Pueyrredon	Salvador Maria Del Carril	3000.0	700000.0	494.69964664310953	17073.170731707316	12.065845040075843	41.0	1.0	1.0	1.0	15.0	124000.0	-34.5914896	-58.4994206	2.2475363366925434	0.17115311308025657	0.4671939037849293	4	estandar	estandar	-0.17051001815518255	0.16666666666666666	0.5961724642349661	-1.1103944449961147	0.15055117317648142	2.0	Cluster 2: departamentos antiguos
zonaprop	58690885	alquiler	usd	Belgrano	Arcos	2000.0	3000.0	3000.0	26.08695652173913	26.08695652173913	115.0	4.0	3.0	2.0	35.0	360000.0	-34.5613575	-58.4530261	0.33371508689803386	0.1637075666893584	0.461076446026646	5	estandar	estandar	0.4295289912252504	0.16666666666666666	0.6726248938611752	0.3228500383936105	0.9888253395702196	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58789071	alquiler	ars	San Cristobal	Avenida San Juan	2400.0	650000.0	459.36395759717317	14444.444444444443	10.208087946603847	45.0	1.0	1.0	1.0	20.0	150000.0	-34.6393937	-58.4350693	1.1313845199391142	0.32989909860114747	2.1087425798847517	3	estandar	estandar	0.28735405160593475	0.3333333333333333	0.6144924301841288	-0.9514359979679556	0.3514231959425367	2.0	Cluster 2: departamentos antiguos
zonaprop	58574995	alquiler	usd	Belgrano	La Pampa	1100.0	2200.0	2200.0	22.68041237113402	22.68041237113402	97.0	3.0	2.0	1.0	35.0	300000.0	-34.5569206	-58.4408312	1.459601641453864	0.12167137866884398	0.7269588023795561	5	estandar	estandar	-0.0382326442623681	0.5	0.6715223412595187	0.0764212211864142	0.9767362356976852	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58340577	alquiler	usd	Retiro	Av.Libertador	300.0	3000.0	3000.0	16.129032258064516	16.129032258064516	186.0	4.0	3.0	4.0	53.5	1500000.0	-34.591184	-58.3778893	0.2130616580828893	0.1584843587322832	0.2561394932391873	3	estandar	estandar	0.5340559333725398	0.16666666666666666	0.7443490202655729	1.675998092990985	1.7752553139467817	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58565951	alquiler	ars	Belgrano	Olazábal	1400.0	890000.0	628.9752650176679	19777.777777777777	13.97722811150373	45.0	2.0	1.0	1.0	10.0	107000.0	-34.5541763	-58.4481828	1.1796418874660644	0.4866361456127681	0.5009642864624984	5	estandar	estandar	-0.3173837511503289	0.3333333333333333	0.5783955120804044	-1.1602977107688812	-0.04436689314587211	2.0	Cluster 2: departamentos antiguos
zonaprop	58736982	alquiler	usd	Villa Urquiza			550.0	550.0	12.790697674418604	12.790697674418604	43.0	1.0	1.0	1.0	9.5	160000.0						4	estandar	estandar	-0.300579377518879	0.16666666666666666	0.5765043177218522	-1.1984416136571765	-0.06510317820777181		
zonaprop	58566053	alquiler	ars	Recoleta	Junin	1000.0	1350000.0	954.0636042402826	16463.414634146342	11.634922002930278	82.0	3.0	2.0	1.0	40.0	300000.0	-34.5972299	-58.3975533	0.2825518639867787	0.20242657718255683	1.5755844200357692	5	estandar	estandar	-0.07776650373671393	0.16666666666666666	0.6888814052320216	-0.026534463434297786	1.167072304179371	2.0	Cluster 2: departamentos antiguos
zonaprop	58704091	alquiler	ars	Boedo	Estados Unidos	4300.0	600000.0	424.02826855123675	16666.666666666668	11.778563015312132	36.0	1.0	1.0	1.0	17.0	165000.0	-34.6234821	-58.4262437	0.3953544567289187	0.15203871792748502	1.6797040086668875	3	estandar	estandar	-0.15481298792346876	0.3333333333333333	0.6030343194643503	-1.1366210874693474	0.22578901715933225	2.0	Cluster 2: departamentos antiguos
zonaprop	58497558	alquiler	ars	Villa Devoto	Pareja	4152.0	2000000.0	1413.4275618374559	16528.92561983471	11.681219519317816	121.0	4.0	3.0	2.0	1.0	800000.0	-34.5996211	-58.5144094	3.8005474837983977	0.09664747857104447	0.3748944647813493	4	estandar	estandar	0.09627185759352021	0.16666666666666666	0.5512917998488764	-0.3142382787955244	-0.34154962348085416	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58728224	alquiler	usd	Nuñez	Deheza	2300.0	1200.0	1200.0	21.818181818181817	21.818181818181817	55.0	2.0	1.0	1.0	18.0	150000.0	-34.5409047	-58.4725064	1.8797414769244951	0.20422483285131646	0.6289824550908667	5	estandar	estandar	0.605407312746135	0.0	0.6075603262323955	-0.8534263809952604	0.2754150992750391	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58624604	alquiler	usd	Palermo	República De La India	3000.0	1800.0	1800.0	13.432835820895525	13.432835820895525	134.0	4.0	3.0	3.0	35.0	390000.0	-34.5782527	-58.414771	0.6838953365256509	0.15277193713138243	1.1051428944055444	5	estandar	estandar	-0.21740666499076108	0.0	0.6743783279983337	0.5777536656215642	1.0080511319595442	2.0	Cluster 2: departamentos antiguos
zonaprop	55061176	alquiler	usd	Puerto Madero	Azucena Villaflor	550.0	1800.0	1800.0	22.5	22.5	80.0	2.0	1.0	1.0	10.0	570000.0	-34.611516	-58.3610374	0.9556779089779153	0.05437531047996295	2.630793324163279	5	premium	premium	0.6631770256177177	0.3333333333333333	0.580470461424675	-0.6805210712581512	-0.021615798898354247	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58556569	alquiler	ars	Parque Chacabuco	Av. Eva Peron	1000.0	660000.0	466.43109540636044	16923.076923076922	11.959771677086163	39.0	1.0	1.0	1.0	10.0	77000.0						3	estandar	estandar	0.07738663308513173	0.6666666666666666	0.5780599958214852	-1.2427237236244844	-0.04804571164297228		
zonaprop	58620340	alquiler	usd	Belgrano	Virrey Loreto	1900.0	2600.0	2600.0	15.294117647058824	15.294117647058824	170.0	4.0	3.0	2.0	35.0	700000.0	-34.564402	-58.4462559	0.5730422886000444	0.31589361658724435	0.6994796331119779	5	estandar	estandar	-0.2083239075747483	0.0	0.6767631096104548	1.0690219358169823	1.0341994287201033	2.0	Cluster 2: departamentos antiguos
zonaprop	58654698	alquiler	usd	Recoleta	Ayacucho	2100.0	1500.0	1500.0	15.789473684210526	15.789473684210526	95.0	3.0	2.0	2.0	48.5	620000.0	-34.5868267	-58.3884053	0.4837913375142305	0.13214257704936025	1.291880381063942	5	estandar	estandar	0.12660240744669715	0.6666666666666666	0.7201823481578626	0.33054646706680885	1.5102762019074603	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58786741	alquiler	ars	Palermo	Carranza	2200.0	850000.0	600.7067137809187	15454.545454545454	10.921940250562159	55.0	3.0	2.0	1.0	20.0	36000.0	-34.5909859	-58.4549096	0.4206157689301428	0.1304488283368855	0.4631888561993585	5	estandar	estandar	-0.4066565172820351	0.16666666666666666	0.615147727555313	-0.8149094138717425	0.35860830255399534	2.0	Cluster 2: departamentos antiguos
zonaprop	57451521	alquiler	usd	Recoleta	Guido	1680.0	3000.0	3000.0	9.375	9.375	320.0	10.0	7.0	4.0	50.0	1250000.0	-34.5910704	-58.3886981	0.8753471205756974	0.18533831195264378	1.2408070208289559	5	estandar	estandar	-0.10346773443517206	0.3333333333333333	0.7411361098497056	3.4266912389438136	1.740026874331102	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58384480	alquiler	usd	Recoleta	Posadas	1200.0	3200.0	3200.0	20.0	20.0	160.0	4.0	3.0	3.0	50.0	570000.0	-34.5896555	-58.3835222	0.7523490077474819	0.10430979222734184	0.778186318575637	5	estandar	estandar	0.01840941163015648	0.5	0.7298513891985947	1.2493421262814108	1.616293857041181	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58790735	alquiler	ars	Flores	Av. Juan B. Alberdi	2400.0	900000.0	636.0424028268551	19148.936170212764	13.532817081422449	47.0	3.0	2.0	1.0	17.0	93000.0	-34.631264	-58.461581	0.30068416256662267	0.37141460573693375	0.5668957474565955	3	estandar	estandar	-0.4062992713389745	0.0	0.6037199857861038	-0.986130823074647	0.23330710869811383	2.0	Cluster 2: departamentos antiguos
zonaprop	57509171	alquiler	usd	Recoleta	Libertad	1500.0	2800.0	2800.0	22.4	22.4	125.0	3.0	2.0	2.0	48.5	410000.0	-34.584119	-58.393881	0.2878477375096236	0.09496166948357702	1.0643455346769481	5	estandar	estandar	-0.41421761798112294	0.0	0.7219860836165426	0.7415606090275942	1.5300535307041043	2.0	Cluster 2: departamentos antiguos
zonaprop	58716905	alquiler	ars	Almagro	Bogado	4400.0	550000.0	388.69257950530033	15714.285714285714	11.10550227158001	35.0	1.0	1.0	1.0	15.5	73000.0						4	estandar	estandar	-0.3043125335867806	0.16666666666666666	0.597596598321435	-1.1819775856950336	0.16616630561902693		
zonaprop	58736011	alquiler	usd	Balvanera	Pasteur	500.0	750.0	750.0	10.0	10.0	75.0	4.0	3.0	2.0	50.0	230000.0	-34.6033915	-58.399574	0.13921174462858096	0.456962505297692	0.9522025304765064	3	estandar	estandar	-0.33325312854913774	0.0	0.7244240435193476	0.08760403902603751	1.5567849088331858	2.0	Cluster 2: departamentos antiguos
zonaprop	58667599	alquiler	ars	Caballito	Cucha Cucha	1100.0	1100000.0	777.3851590106007	19642.85714285714	13.881877839475012	56.0	3.0	2.0	1.0	36.0	200000.0	-34.6094553	-58.4499268	1.4547102303202635	0.3332616495413583	1.221369221410217	4	estandar	estandar	-0.014175552443070645	0.16666666666666666	0.6726446937349658	-0.4642152576702081	0.9890424382651563	2.0	Cluster 2: departamentos antiguos
zonaprop	58532090	alquiler	usd	Monserrat	Luis Saenz Peña	800.0	500.0	500.0	13.157894736842104	13.157894736842104	38.0	1.0	1.0	1.0	30.0	170000.0	-34.6178618	-58.3874418	0.5393666432094247	0.2810985145786986	1.3676232337925478	3	estandar	estandar	0.061795060595604474	0.0	0.649868711484552	-0.83582595094418	0.7393117543861573	2.0	Cluster 2: departamentos antiguos
zonaprop	58776506	alquiler	ars	Colegiales	Olleros	2400.0	850000.0	600.7067137809187	18888.88888888889	13.349038084020417	45.0	2.0	1.0	1.0	8.0	350000.0	-34.5703114	-58.4440578	0.06491766372748542	0.424560146062439	0.48318086444827585	5	estandar	estandar	-0.1894359463589969	0.3333333333333333	0.571226275015924	-1.2025136348919454	-0.12297507150317738	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58377441	alquiler	usd	Puerto Madero			1600.0	1600.0	22.857142857142858	22.857142857142858	70.0	3.0	2.0	1.0	7.5	498000.0						5	premium	premium	-0.17628542203485048	0.16666666666666666	0.5707862642779785	-0.8692217719120301	-0.12779963543605666		
zonaprop	58768597	alquiler	ars	Caballito	Valentin Virasoro	700.0	550000.0	388.69257950530033	14864.864864864863	10.505204851494604	37.0	1.0	1.0	1.0	18.0	237000.0						4	estandar	estandar	0.31862623546288943	0.16666666666666666	0.6067446587224796	-1.1023928986317706	0.26647159015083893		
zonaprop	58528199	alquiler	ars	Palermo	Gurruchaga	2100.0	850000.0	600.7067137809187	18085.106382978724	12.780993910232313	47.0	2.0	1.0	1.0	10.0	350000.0	-34.5863037	-58.4245698	0.6244815228552735	0.05131073318996377	0.8435090423194463	5	estandar	estandar	0.5914971071233992	0.3333333333333333	0.5785751573687818	-1.133422169650617	-0.04239714535502509	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
