sitio	posting_id	operacion	moneda	barrio_oficial	calle	altura	precio	precio_usd	precio_por_m2	precio_por_m2_usd	m2_total	ambientes	dormitorios	baños	antiguedad_años	expensas	lat	lon	dist_subte_km	dist_verde_km	dist_tren_km	nivel_socioeconomico	segmento_zona	segmento_zona_modelo	indice_lujo	indice_confort	score_antiguedad	pca_precio_sup	pca_antiguedad	cluster	cluster_nombre
zonaprop	58757240	alquiler	ars	Recoleta	Mansilla	2936.0	750000.0	530.035335689046	12500.0	8.8339222614841	60.0	2.0	1.0	1.0	36.0	300000.0	-34.594827	-58.4083467	0.37125793403862206	0.16008914495120738	1.5328544079227049	5	estandar	estandar	-0.13740393006914212	0.16666666666666666	0.6731003387233327	-0.4113164979793751	0.9940384262888488	2.0	Cluster 2: departamentos antiguos
zonaprop	58818211	alquiler	ars	Belgrano	Cespedes	2300.0	1700000.0	1201.4134275618374	14912.280701754386	10.538714276858222	114.0	3.0	2.0	2.0	35.0	400000.0	-34.5676784	-58.4474753	0.36462230748244945	0.08152385479743879	0.5969980852660607	5	estandar	estandar	0.08525711737541378	0.16666666666666666	0.6731209422273229	0.30422982665068315	0.9942643365080077	2.0	Cluster 2: departamentos antiguos
zonaprop	58564550	alquiler	usd	Recoleta	Riobamba	1200.0	2500.0	2500.0	20.66115702479339	20.66115702479339	121.0	4.0	2.0	2.0	48.5	1150000.0	-34.5947673	-58.3945411	0.556079760991175	0.2311526994473018	1.8278293151113523	5	estandar	estandar	0.5034779116588998	0.16666666666666666	0.7217766977656213	0.6864835140491857	1.5277576880409744	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58314210	alquiler	usd	Palermo	Pereyra Lucena	2500.0	1300.0	1300.0	19.69696969696969	19.69696969696969	66.0	2.0	1.0	1.0	20.0	384500.0						5	estandar	estandar	0.0737820610741159	0.0	0.6155786448852113	-0.6621657154555126	0.3633331604462987		
zonaprop	58810878	alquiler	usd	Puerto Madero	Lola Mora	400.0	3800.0	3800.0	32.47863247863248	32.47863247863248	117.0	3.0	2.0	2.0	14.0	507000.0						5	premium	premium	0.17141763554974324	0.0	0.5970128866458246	-0.08898906464537398	0.1597661111362764		
zonaprop	58582159	alquiler	ars	Belgrano	Jose Hernandez	2700.0	620000.0	438.1625441696113	20666.666666666668	14.605418138987044	30.0	1.0	1.0	1.0	10.0	200000.0	-34.567299	-58.4562615	0.39671694749939335	0.11596501757126487	0.5682689473964855	5	estandar	estandar	0.10616069660640931	0.5	0.5773509189141709	-1.364542274867926	-0.05582049206910106	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58704157	alquiler	usd	Retiro	Av Córdoba	400.0	700.0	700.0	17.5	17.5	40.0	2.0	1.0	1.0	35.0	140000.0	-34.5985501	-58.3726927	0.23501034488629624	0.08426217768553504	0.8871674647686432	3	estandar	estandar	-0.15972497815572023	0.0	0.6678274753856992	-0.702137047789592	0.9362233229563104	2.0	Cluster 2: departamentos antiguos
zonaprop	58644374	alquiler	usd	Palermo	Demaria	4400.0	2500.0	2500.0	16.89189189189189	16.89189189189189	148.0	4.0	3.0	2.0	35.0	512000.0						5	estandar	estandar	-0.16505235803532112	0.16666666666666666	0.6752064953965773	0.7696803528432077	1.0171316979898364		
zonaprop	58808991	alquiler	usd	Puerto Madero			1400.0	1400.0	20.895522388059703	20.895522388059703	67.0	2.0	1.0	1.0	7.5	370000.0						5	premium	premium	0.5034779116588998	0.16666666666666666	0.5706530818652115	-0.9107406248742831	-0.12925993403724545		
zonaprop	58812449	alquiler	ars	San Nicolas	Ayacucho	400.0	700000.0	494.69964664310953	16279.06976744186	11.504642945188595	43.0	1.0	1.0	1.0	40.0	270000.0	-34.604544	-58.3953083	0.27389534847254676	0.6591905581355767	1.230406141774419	3	estandar	estandar	-0.03137215889167633	0.3333333333333333	0.6862294542902901	-0.5581363780670764	1.1379945891104593	2.0	Cluster 2: departamentos antiguos
zonaprop	58706754	alquiler	usd	Recoleta	Pacheco De Melo	2900.0	700.0	700.0	17.5	17.5	40.0	2.0	1.0	1.0	30.0	110000.0	-34.5855305	-58.4035198	0.6146882192230586	0.3465555399790273	1.1596674653288266	5	estandar	estandar	-0.16479358864176014	0.3333333333333333	0.6498473980014704	-0.8071727881394354	0.7390780594944375	2.0	Cluster 2: departamentos antiguos
zonaprop	58770246	alquiler	usd	Palermo	Olleros	1700.0	2700.0	2700.0	29.032258064516128	29.032258064516128	93.0	3.0	2.0	3.0	40.0	460000.0	-34.5644532	-58.4373332	0.9112031035498742	0.05587917342324084	0.21919544662861334	5	estandar	estandar	0.9212085477243614	0.5	0.6889994619733522	0.1289767069516561	1.1683667550805386	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58639875	alquiler	ars	Recoleta	Av. Pueyrredon	2400.0	1400000.0	989.3992932862191	22222.222222222223	15.704750687082843	63.0	3.0	2.0	1.0	40.0	300000.0	-34.5863434	-58.3950534	0.2333345327784315	0.1847115116237922	1.2496450718545598	5	estandar	estandar	-0.26491896930999703	0.16666666666666666	0.6874394523228735	-0.2841933612176154	1.1512617945748376	2.0	Cluster 2: departamentos antiguos
zonaprop	57860249	alquiler	usd	Retiro	Florida	900.0	1900.0	1900.0	9.047619047619047	9.047619047619047	210.0	4.0	2.0	2.0	53.5	770000.0	-34.597546	-58.3754329	0.3519094289261996	0.05894993845015454	0.7480121452348455	3	estandar	estandar	-0.17636899921958205	0.16666666666666666	0.7462408483456882	2.0008391035860527	1.7959985475440992	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58776576	alquiler	usd	Palermo			1000.0	1000.0	22.22222222222222	22.22222222222222	45.0	2.0	1.0	1.0	13.0	275000.0						5	estandar	estandar	0.3518022568169349	0.16666666666666666	0.5888843887150456	-1.0946298992804344	0.07063997269605178		
zonaprop	58319020	alquiler	usd	Puerto Madero	Azucena Villaflor	500.0	2950.0	2950.0	22.692307692307693	22.692307692307693	130.0	3.0	2.0	1.0	10.0	860000.0	-34.6115355	-58.3612365	0.9391227106251201	0.07035162186396458	2.616833689882816	5	premium	premium	0.7708258360563434	0.16666666666666666	0.5838694811258288	0.0010279600181205563	0.01565326397474803	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58310260	alquiler	usd	Palermo	Ciudad De La Paz	200.0	800.0	800.0	23.529411764705884	23.529411764705884	34.0	1.0	1.0	1.0	12.0	230000.0	-34.5752478	-58.4402266	0.4765127426219753	0.22535252191381497	0.482425883102786	5	estandar	estandar	0.27836082868536	0.3333333333333333	0.584491622366569	-1.265144690765381	0.022474825205837237	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58659105	alquiler	usd	Puerto Madero	Camila O Gorman	373.0	2500.0	2500.0	21.55172413793104	21.55172413793104	116.0	3.0	2.0	3.0	14.0	800000.0	-34.6212924	-58.3617534	1.6211685793981079	0.1780799168302801	1.9212383436012281	5	premium	premium	0.43067404401297776	0.0	0.5973412498077969	-0.1061259828088271	0.16336649842576437	2.0	Cluster 2: departamentos antiguos
zonaprop	58809097	alquiler	usd	Puerto Madero			1200.0	1200.0	20.6896551724138	20.6896551724138	58.0	2.0	1.0	1.0	15.0	300000.0						5	premium	premium	0.4515789747895199	0.16666666666666666	0.5970175882718699	-0.8759208060878871	0.15981766282237747		
zonaprop	58557095	alquiler	usd	Palermo	Malabia	1900.0	1000.0	1000.0	16.949152542372882	16.949152542372882	59.0	2.0	1.0	1.0	20.0	230000.0	-34.5889306	-58.4243165	0.8713808283868074	0.08056565857189665	1.13292368942957	5	estandar	estandar	-0.08637739041278339	0.3333333333333333	0.6152015098295734	-0.7584558958073543	0.3591980063913086	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58796198	alquiler	ars	Villa Urquiza	Av. Triunvirato	4100.0	600000.0	424.02826855123675	17142.85714285714	12.115093387178192	35.0	1.0	1.0	1.0	9.0	130000.0	-34.5791815	-58.4789485	0.24335283408766573	0.3553222606077353	0.9516386034046997	4	estandar	estandar	0.3093904146472331	0.5	0.5741858646857053	-1.3182000031769476	-0.09052420531837113	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58742113	alquiler	usd	Belgrano	La Pampa	600.0	1050.0	1050.0	25.0	25.0	42.0	2.0	1.0	1.0	10.0	360000.0	-34.5530047	-58.4343802	2.109156231374615	0.06549868516009343	0.629125427601604	5	estandar	estandar	0.2185998189216505	0.0	0.5777911907002483	-1.1976490081688855	-0.05099306583470714	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	55199790	alquiler	ars	Belgrano	O'Higgins	2000.0	3500000.0	2473.4982332155478	15283.842794759825	10.801302328452174	229.0	4.0	2.0	2.0	35.0	569425.0	-34.5608302	-58.4521384	0.43025236479336243	0.2586651616088771	0.36166513822591967	5	estandar	estandar	0.07085503493870098	0.0	0.6809452086711635	1.8717349145938447	1.0800546830401019	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58565861	alquiler	usd	Belgrano	Av. Del Libertador	5000.0	2700.0	2700.0	15.0	15.0	180.0	4.0	3.0	2.0	35.0	1500000.0	-34.5636706	-58.4366238	1.0179443275071205	0.03551017449770465	0.1261071417414653	5	estandar	estandar	-0.21696577762005734	0.0	0.6774549811938779	1.2052249952799086	1.041785558784003	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58673388	alquiler	ars	Palermo	Maure	1700.0	1100000.0	777.3851590106007	17460.31746031746	12.339446968422232	63.0	2.0	1.0	1.0	20.0	400000.0	-34.5665665	-58.4358122	0.8952921876788171	0.27331144172684546	0.4551190728328754	5	estandar	estandar	0.27082295924480554	0.5	0.6156412529067322	-0.7054164725265978	0.3640196355172233	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58523244	alquiler	usd	Palermo	Bulnes	2700.0	1400.0	1400.0	21.875	21.875	64.0	2.0	1.0	1.0	20.0	500000.0	-34.581216	-58.4062834	0.9039090175496346	0.12680473494996208	0.8833725641930067	5	estandar	estandar	0.33900831863016695	0.16666666666666666	0.6153633751033012	-0.6887261328704722	0.360972802536645	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58799748	alquiler	usd	Palermo	Av. Del Libertador	3500.0	3000.0	3000.0	19.23076923076923	19.23076923076923	156.0	3.0	2.0	2.0	35.0	1064000.0	-34.5735425	-58.4179421	0.8930823504223516	0.05992815916390182	0.6900736178058904	5	estandar	estandar	-0.10892205030967195	0.16666666666666666	0.6756665887943853	0.8794690233338347	1.02217646126808	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58739079	alquiler	ars	Caballito	Neuquen	1800.0	1200000.0	848.0565371024735	15189.87341772152	10.734892874714854	79.0	3.0	2.0	2.0	40.0	397000.0	-34.6159173	-58.4583796	1.2028820006180574	0.15440449423039207	1.3735323923381273	4	estandar	estandar	0.23698109314959637	0.5	0.6887097029536842	-0.06771258109099094	1.1651896487170808	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58774623	alquiler	usd	Belgrano	Artilleros	1830.0	3100.0	3100.0	22.463768115942027	22.463768115942027	138.0	3.0	2.0	3.0	35.0	1080000.0	-34.5572278	-58.4423108	1.3417242410913548	0.26063889652685557	0.6525102670450642	5	estandar	estandar	1.0724885195911242	0.3333333333333333	0.6743231202250297	0.6351712773194613	1.007445798023511	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58805686	alquiler	usd	Nuñez	Vilela	2500.0	1700.0	1700.0	20.0	20.0	85.0	3.0	2.0	2.0	10.0	493000.0	-34.5461978	-58.4708114	1.3012846139212288	0.03619866131441871	0.7795408499482238	5	estandar	estandar	0.588804932611166	0.16666666666666666	0.5809017737396523	-0.6131747569281945	-0.01688661013272891	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58799501	alquiler	ars	Palermo	Av. Cordoba	5800.0	1100000.0	777.3851590106007	22000.0	15.547703180212014	50.0	2.0	1.0	1.0	10.0	219000.0	-34.5861629	-58.4424136	0.7762346264866087	0.09439883272277046	0.7981035515286349	5	estandar	estandar	0.4686246885100859	0.16666666666666666	0.578679127116384	-1.0916449101170067	-0.041257153415886594	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58722864	alquiler	ars	Parque Chacabuco	Asamblea	200.0	630000.0	445.22968197879857	15000.0	10.60070671378092	42.0	1.0	1.0	1.0	12.0	132000.0	-34.6316167	-58.4283968	0.5314272668524215	0.3094185569702556	1.970362293506055	3	estandar	estandar	-0.37649495569609814	0.0	0.5855057003332014	-1.1602564034546852	0.033593835632230534	2.0	Cluster 2: departamentos antiguos
zonaprop	58736484	alquiler	usd	Palermo	Concepcion Arenal	2900.0	3000.0	3000.0	41.0958904109589	41.0958904109589	73.0	2.0	1.0	1.0	20.0	550000.0	-34.5783122	-58.4413828	0.6781184769341873	0.022777226549513477	0.6585886530634447	5	estandar	estandar	0.3459440413543152	0.16666666666666666	0.6152790242306362	-0.5598891548218359	0.3600479247032842	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58743342	alquiler	ars	Belgrano	Mendoza	2600.0	1000000.0	706.7137809187279	20000.0	14.134275618374557	50.0	2.0	1.0	2.0	17.0	240000.0	-34.5621823	-58.4593229	0.25941616216237884	0.054011894672848476	0.6848281086504534	5	estandar	estandar	0.24307751977985603	0.0	0.6039025217050294	-0.9450485365892614	0.23530855124248412	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58601056	alquiler	ars	Palermo	Malabia	2097.0	630000.0	445.22968197879857	17500.0	12.36749116607774	36.0	1.0	1.0	1.0	12.0	150000.0	-34.5878863	-58.4226307	0.6811369500145219	0.24097374424389872	1.0650872863749379	5	estandar	estandar	-0.2728373159521455	0.16666666666666666	0.5850328728089861	-1.2414678015850094	0.028409447109230792	2.0	Cluster 2: departamentos antiguos
zonaprop	58555655	alquiler	usd	Caballito	Pedro Goyena	1600.0	2500.0	2500.0	15.527950310559008	15.527950310559008	161.0	4.0	3.0	3.0	30.0	300000.0	-34.6281657	-58.4502881	0.5360456713892121	0.6155536268372992	1.1453785859151877	4	estandar	estandar	0.6009078767918191	0.16666666666666666	0.6581614680365825	0.8413935326800975	0.8302389311907046	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58690888	alquiler	usd	Puerto Madero	Juana Manso	1141.0	2700.0	2700.0	20.930232558139537	20.930232558139537	129.0	3.0	2.0	2.0	14.0	885000.0	-34.6104894	-58.3627192	0.7763325588676475	0.16101707564062256	2.460639589601894	5	premium	premium	0.6763903872873847	0.16666666666666666	0.5982493600171029	0.07086123899021143	0.17332360943481354	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58735148	alquiler	ars	Recoleta	Arenales	1600.0	620000.0	438.1625441696113	17714.285714285714	12.518929833417465	35.0	2.0	1.0	1.0	30.0	215000.0	-34.5945329	-58.3900095	0.6343148846336565	0.02155274960220626	1.4215736715535083	5	estandar	estandar	-0.16479358864176014	0.3333333333333333	0.6496875364849735	-0.8769202757184519	0.7373252338467099	2.0	Cluster 2: departamentos antiguos
zonaprop	58561431	alquiler	usd	Puerto Madero	Camila Gorman	300.0	1800.0	1800.0	26.47058823529412	26.47058823529412	68.0	2.0	1.0	1.0	7.5	560000.0						5	premium	premium	0.18587641957430176	0.16666666666666666	0.5705189104279316	-0.8953214691087684	-0.13073107694649633		
zonaprop	58606958	alquiler	ars	Agronomia	Chorroarin	400.0	790000.0	558.303886925795	16458.333333333332	11.63133097762073	48.0	2.0	1.0	1.0	28.0	160000.0	-34.5925683	-58.4762086	1.2692595689687258	0.0994626517351276	0.02262621650592249	3	estandar	estandar	-0.21855443697966317	0.16666666666666666	0.6434132714490555	-0.7420327615924999	0.668530110939138	2.0	Cluster 2: departamentos antiguos
zonaprop	58480342	alquiler	ars	Parque Chacabuco	Av. Eva Peron	1000.0	630000.0	445.22968197879857	16153.846153846154	11.416145691764067	39.0	1.0	1.0	1.0	10.0	69900.0						3	estandar	estandar	0.07738663308513173	0.6666666666666666	0.5780797213025332	-1.2428982093791134	-0.047829428638453686		
zonaprop	58572676	alquiler	usd	Recoleta	Ayacucho	2000.0	550.0	550.0	17.1875	17.1875	32.0	1.0	1.0	1.0	30.0	176000.0	-34.5876529	-58.3892109	0.5384122860923612	0.11713460480658296	1.3342888204895815	5	estandar	estandar	-0.41421761798112294	0.0	0.6493137774565547	-0.9163110592954393	0.7332270967500641	2.0	Cluster 2: departamentos antiguos
zonaprop	58716784	alquiler	usd	Retiro	Esmeralda	920.0	850.0	850.0	25.75757575757576	25.75757575757576	33.0	1.0	1.0	1.0	30.0	140000.0	-34.5973485	-58.3784059	0.2599035722706788	0.11675059278029067	0.7851183566343986	3	estandar	estandar	0.1611871061448283	0.16666666666666666	0.6490709320176259	-0.8999306055448445	0.730564381400456	2.0	Cluster 2: departamentos antiguos
zonaprop	58793236	alquiler	usd	Recoleta	Quintana	500.0	4500.0	4500.0	15.254237288135592	15.254237288135592	295.0	6.0	4.0	3.0	50.0	1200000.0	-34.5883733	-58.3899531	0.600354143441061	0.04869157811955967	1.3819692345479513	5	estandar	estandar	-0.16080234306024369	0.0	0.7392197827980441	3.0878346239569	1.7190150180745598	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58806045	alquiler	ars	Parque Patricios	Av Chiclana	3100.0	420000.0	296.81978798586573	21000.0	14.840989399293287	20.0	1.0	1.0	1.0	8.5	60000.0	-34.6320863	-58.4080288	0.7114910347252228	0.16418248344789158	1.959613863000641	2	popular	popular	-0.37362552030871576	0.16666666666666666	0.5712671484724332	-1.5322748478673205	-0.12252690834014443	2.0	Cluster 2: departamentos antiguos
zonaprop	57813688	alquiler	usd	Caballito	Doblas	900.0	550.0	550.0	12.790697674418604	12.790697674418604	43.0	1.0	1.0	1.0	19.5	230000.0	-34.6273619	-58.4296175	0.2611939212112261	0.19480764761985114	1.5838942049919296	4	estandar	estandar	0.49411470706726207	0.16666666666666666	0.6124644724903098	-0.9883701329574894	0.3291873487159741	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58097839	alquiler	usd	Puerto Madero	Julieta Lanteri	1200.0	5000.0	5000.0	25.0	25.0	200.0	3.0	2.0	3.0	10.0	1900000.0						5	premium	premium	0.49992093231149987	0.0	0.5885541430848841	0.9558508817633213	0.06701894480089737		
zonaprop	58611110	alquiler	ars	Villa Urquiza	Beghring	2500.0	600000.0	424.02826855123675	15000.0	10.60070671378092	40.0	1.0	1.0	1.0	9.0	120000.0						4	estandar	estandar	-0.4355971122443922	0.0	0.574581413999061	-1.2505373399422144	-0.08618714536433125		
zonaprop	58583538	alquiler	usd	Belgrano	11 De Septiembre	1700.0	4500.0	4500.0	13.636363636363637	13.636363636363637	330.0	7.0	4.0	6.0	35.0	1600000.0	-34.5625984	-58.4479045	0.5568266793870416	0.2932371058311985	0.46024532207634816	5	estandar	estandar	-0.3552166691825145	0.0	0.6877224535400853	3.2492492344484782	1.154364803996599	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58571259	alquiler	ars	Palermo	Av. Scalabrini Ortiz	2000.0	1260000.0	890.4593639575971	13548.387096774191	9.574831870511796	93.0	2.0	1.0	2.0	40.0	197000.0	-34.5886056	-58.4215682	0.6400685864725755	0.3305408614517255	1.1761965871459035	5	estandar	estandar	-0.10420047616285413	0.3333333333333333	0.689705475118414	0.12273152407911826	1.1761079424245289	2.0	Cluster 2: departamentos antiguos
zonaprop	58770031	alquiler	usd	Recoleta			1300.0	1300.0	14.130434782608695	14.130434782608695	92.0	3.0	2.0	1.0	48.5	407000.0						5	estandar	estandar	-0.14086616843001867	0.0	0.7200381865661453	0.2891247326650447	1.5086955204469275		
zonaprop	58485858	alquiler	usd	Palermo	Arce	200.0	1100.0	1100.0	28.205128205128204	28.205128205128204	39.0	2.0	1.0	1.0	14.0	222000.0						5	estandar	estandar	0.00566786171278817	0.0	0.5918545946035475	-1.153480915377111	0.10320724200815957		
zonaprop	58476373	alquiler	ars	San Cristobal	Saavedra	800.0	540000.0	381.62544169611306	13170.731707317073	9.307937602344222	41.0	1.0	1.0	1.0	20.0	136000.0	-34.6187054	-58.4022359	0.4469422887045393	0.1885688073751657	1.2294921781123735	3	estandar	estandar	-0.042093052867736167	0.16666666666666666	0.6142526123523169	-1.0062439006697554	0.34879367724664423	2.0	Cluster 2: departamentos antiguos
zonaprop	58686273	alquiler	ars	Recoleta	Pacheco De Melo	2700.0	650000.0	459.36395759717317	18055.555555555555	12.760109933254808	36.0	1.0	1.0	1.0	30.0	154000.0	-34.5865112	-58.4018804	0.4391433732902439	0.29040012556679246	1.2263264501783286	5	estandar	estandar	-0.26107070643982017	0.16666666666666666	0.6497469052114528	-0.8632131188361184	0.737976191179821	2.0	Cluster 2: departamentos antiguos
zonaprop	58681591	alquiler	ars	Liniers	Oliden	100.0	2000000.0	1413.4275618374559	16393.44262295082	11.585471818339803	122.0	4.0	3.0	2.0	2.5	87000.0	-34.6403991	-58.5170696	4.4630801193435925	0.36922934523434653	0.8740513326525172	2	popular	popular	-0.041422354596728155	0.3333333333333333	0.5567574172234201	-0.26912854236059586	-0.28162103951205786	2.0	Cluster 2: departamentos antiguos
zonaprop	58681778	alquiler	usd	Palermo	Libertador	2300.0	9000.0	9000.0	31.802120141342755	31.802120141342755	283.0	6.0	3.0	2.0	35.0	1500000.0	-34.5807102	-58.4045589	1.005970692569639	0.04817260298669054	0.7346800656718865	5	estandar	estandar	0.11313315286096806	0.0	0.6838616709239376	2.614481766038684	1.1120326721729006	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58542922	alquiler	usd	Nuñez	Avenida Del Libertador	7400.0	2400.0	2400.0	26.666666666666668	26.666666666666668	90.0	3.0	2.0	2.0	10.0	360000.0	-34.5454986	-58.4589146	1.1695831222363835	0.35773778209306817	0.4823896702227081	5	estandar	estandar	0.2981454415880804	0.0	0.5810004733494066	-0.5428862492632028	-0.01580440341288131	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58682443	alquiler	ars	Villa Crespo	Julian Alvarez	300.0	650000.0	459.36395759717317	17105.263157894737	12.08852519992561	38.0	1.0	1.0	1.0	28.0	135000.0	-34.6014169	-58.4373536	0.35033210095389977	0.29680411478959867	1.291713239790334	4	estandar	estandar	-0.3363437453943947	0.16666666666666666	0.6427154826284485	-0.8781834789303944	0.6608791004379283	2.0	Cluster 2: departamentos antiguos
zonaprop	57436495	alquiler	usd	Puerto Madero	Juana Manso	1400.0	2600.0	2600.0	26.262626262626263	26.262626262626263	99.0	2.0	1.0	1.0	14.0	600000.0	-34.6134321	-58.3621786	0.952877802202452	0.014570654489798242	2.4050882673909255	5	premium	premium	0.751524747542733	0.16666666666666666	0.5960122754381094	-0.3363196251868091	0.14879475901401243	1.0	Cluster 1: departamentos con amenities premium, con buena base de confort, en barrios de alto nivel socioeconómico
zonaprop	58775962	alquiler	usd	Recoleta	Dr. Luis Agote	2300.0	2100.0	2100.0	15.0	15.0	140.0	4.0	3.0	2.0	50.0	700000.0	-34.5867926	-58.3965802	0.09425950316345104	0.0706016175277108	1.2617112467830145	5	estandar	estandar	-0.046978975080885346	0.0	0.7286704152745047	0.9751423707769816	1.6033448907808612	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58508166	alquiler	ars	Palermo	Charcas	3900.0	1100000.0	777.3851590106007	22000.0	15.547703180212014	50.0	3.0	2.0	1.0	10.0	100000.0	-34.5869709	-58.4187626	0.32617859732818705	0.35220244810214646	1.1573259905594389	5	estandar	estandar	-0.4574594451280833	0.0	0.578679127116384	-1.0916449101170067	-0.041257153415886594	2.0	Cluster 2: departamentos antiguos
zonaprop	58714375	alquiler	ars	Villa Crespo	Vera	966.0	850000.0	600.7067137809187	20238.09523809524	14.30254080430759	42.0	2.0	1.0	1.0	5.0	150000.0	-34.5948743	-58.4416257	0.4848921083031691	0.23951245622039202	0.5141751227862363	4	estandar	estandar	-0.2728373159521455	0.16666666666666666	0.5601992708624297	-1.3061182750438969	-0.24388231748325692	2.0	Cluster 2: departamentos antiguos
zonaprop	58715209	alquiler	usd	Puerto Madero			9000.0	9000.0	45.45454545454545	45.45454545454545	198.0	4.0	3.0	4.0	10.0	1800000.0						5	premium	premium	0.3239805007209385	0.16666666666666666	0.587675709541527	0.9351566142828833	0.057387228060302664		
zonaprop	57658293	alquiler	usd	Palermo	Cerviño	3200.0	450.0	450.0	17.307692307692307	17.307692307692307	26.0	1.0	1.0	1.0	14.0	161000.0	-34.5816028	-58.4051476	0.9261774248350144	0.09732161017502906	0.8453671759513322	5	estandar	estandar	-0.37518129964740005	0.16666666666666666	0.5913644489356381	-1.3341653275379948	0.09783296609322635	2.0	Cluster 2: departamentos antiguos
zonaprop	58809651	alquiler	ars	Recoleta	Guido	1600.0	1650000.0	1166.077738515901	10443.037974683544	7.380238851366462	158.0	3.0	2.0	2.0	50.0	293256.0	-34.5917101	-58.3879096	0.9723680940768772	0.15016036610744052	1.1726600719592843	5	estandar	estandar	-0.29319479385263514	0.16666666666666666	0.7301730576108008	1.2180321128611071	1.6198208387396777	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58694150	alquiler	usd	Puerto Madero			5000.0	5000.0	26.31578947368421	26.31578947368421	190.0	3.0	2.0	2.0	10.0	2000000.0						5	premium	premium	0.34339527739344866	0.0	0.5878252001163586	0.819975744777365	0.05902633995790191		
zonaprop	58732076	alquiler	usd	Recoleta	Austria	1900.0	4500.0	4500.0	28.662420382165607	28.662420382165607	157.0	4.0	3.0	2.0	50.0	1300000.0	-34.5896741	-58.4063537	0.22907840429783058	0.38301801391195783	1.6816765185312175	5	estandar	estandar	0.8476745712244715	0.16666666666666666	0.7293327132256893	1.2112332350119233	1.6106067563049253	0.0	Cluster 0: departamentos amplios, antiguos, en barrios de alto nivel socioeconómico
zonaprop	58640326	alquiler	ars	San Telmo	Azopardo	700.0	900000.0	636.0424028268551	19148.936170212764	13.532817081422449	47.0	1.0	1.0	1.0	50.0	421000.0	-34.6156352	-58.3675402	0.8197451396656174	0.09022047969129394	1.8952026153716768	4	estandar	estandar	0.23565701740234524	0.0	0.7223884965220138	-0.29289493676567985	1.5344658475464754	2.0	Cluster 2: departamentos antiguos
zonaprop	58810128	alquiler	ars	Flores	Rivera Indarte	124.0	1300000.0	918.7279151943463	13000.0	9.187279151943462	100.0	4.0	3.0	2.0	40.0	327000.0	-34.63036	-58.4621007	0.19300983578819852	0.2612968227268638	0.4671407654298353	3	estandar	estandar	-0.3256920278500499	0.16666666666666666	0.6901963771400942	0.21801535559346583	1.1814905114941705	2.0	Cluster 2: departamentos antiguos
